Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Categorization;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Arousal;Dominance;Valence
VIBRANT;vibration;15;5031;2.708050201;['vibration_NN'];Abstract;Abstract;-8.389738879;16.50922243;-18.48638248;0.280059848;0.400163221;3.61;;2.136363636;0.045454545;3.772727273;2.863636364;0.181818182;1.681818182;Haptic;5.36;5.43;5.53
VIBRANT;vibrancy;26;529;3.258096538;['vibrancy_NN'];Abstract;Abstract;-4.346684194;15.7156733;33.12966081;0.676006529;0.652611534;2.43;;2.15;0.2;0.2;1.25;0.15;3.65;Visual;;;
VINTAGE;vintage;1250;10466;7.13089883;['vintage_NN', 'vintage_JJ'];Abstract;Abstract;-3.065710164;10.12840064;2830.845977;0.759657236;0.975244831;2.7;;0.95;0.45;0.7;0.15;0.4;3.5;Visual;4.35;5.32;6.67
VIOLET;violet;2419;6537;7.791109511;['violet_NN', 'violet_JJ'];Source;Source;-1.434217928;9.175917968;8215.794651;0.836507073;0.990886834;4.48;602.9;0.052631579;0.052631579;1.052631579;0;1.631578947;4.526315789;Visual;4.09;6.4;6.36
VIOLET;violet__#__leaf;344;2;5.840641657;['violet__#__leaf_COLL'];Source;Source;7.426264755;11.98984827;1532.325326;0.998231774;0.960418934;;;;;;;;;;;;
VIOLET;violette;35;133;3.555348061;['violette_NN'];Source;Source;-1.925999419;15.28683;100.9236809;0.813656148;0.787404788;;;;;;;;;;;;
VIRILE;virile;118;337;4.770684624;['virile_JJ'];Abstract;Abstract;-1.513961732;13.53346997;387.8919501;0.833786725;0.904787813;2.2;322.2;0.611111111;0;0.666666667;2.222222222;0.222222222;2;Interoceptive;;;
VIRILE;virility;13;351;2.564949357;['virility_NN'];Abstract;Abstract;-4.754887502;16.7156733;16.46186342;0.645266594;0.596980413;1.85;;0.941176471;0;0.352941176;2.294117647;0.117647059;1.764705882;Interoceptive;4.14;5.26;5.91
WARDROBE;wardrobe;392;4910;5.97126184;['wardrobe_NN'];Source;Source;-3.646797465;11.80140318;735.0176564;0.725380849;0.934983678;4.67;662.9;0.3;0.1;3.05;0.35;0.3;4.4;Visual;5.16;6.24;6.09
WARM;warm;5865;62779;8.676757761;['warm_NN', 'warm_JJ'];Abstract;Abstract;-3.420079035;7.898197629;11867.04178;0.739934712;0.993743199;3.56;336.1333333;0.428571429;1;3.714285714;3;0.285714286;0.761904762;Haptic;3.35;6.33;7.5
WARM;warming;59;19808;4.077537444;['warming_NN', 'warming_JJ'];Abstract;Abstract;-8.39115255;14.53346997;-81.11153032;0.27992383;0.167573449;3.34;;0.388888889;0.527777778;3.944444444;3.333333333;0.638888889;1.222222222;Haptic;;;
WARM;warmness;12;33;2.48490665;['warmness_NN'];Abstract;Abstract;-1.459431619;16.83115052;47.34370922;0.835418934;0.690832427;3.07;;0.85;0.45;3.5;3.65;0.05;1.45;Interoceptive;;;
WARM;warmth;487;9942;6.188264123;['warmth_NN'];Abstract;Abstract;-4.351542426;11.48833506;667.8620061;0.675598477;0.930223069;3.39;391.8;0.052631579;0.578947368;3.736842105;3;0.105263158;0.947368421;Haptic;4.33;6.32;7.53
MELON;watermelon;256;2749;5.545177444;['watermelon_NN'];Source;Source;-3.424691192;12.41611302;521.0256811;0.739798694;0.919069641;4.89;;0.473684211;4.684210526;3.473684211;1;3.684210526;4.263157895;Gustatory;4.64;6.48;6.75
WATERY;water;986;342084;6.893656355;['water_NN'];Source;Source;-8.438547266;10.47066919;-1432.567045;0.274755169;0.006800871;5;384.8666667;2.857142857;3.666666667;3.523809524;1.047619048;0.571428571;4.19047619;Visual;3.71;6.12;7
WATERY;watery;823;2337;6.712956201;['watery_NN', 'watery_JJ'];Source;Source;-1.505693398;10.7313644;2750.044008;0.834330794;0.974292709;3.93;;1.666666667;3.2;3.8;1.8;1.133333333;3.466666667;Haptic;3.24;5.18;4.79
WAXY;wax;75;6370;4.317488114;['wax_NN'];Category;Abstract;-6.408258967;14.18729433;-3.545771138;0.496599565;0.491566921;4.97;;0.3;1.2;3.25;0.5;2.4;3.6;Visual;3.64;6.2;4.68
WAXY;waxiness;14;3;2.63905733;['waxiness_NN'];Category;Abstract;2.222392421;16.6087581;71.20487362;0.929951034;0.743199129;;;;;;;;;;;;
WAXY;waxy;300;643;5.703782475;['waxy_NN', 'waxy_JJ'];Category;Abstract;-1.099856237;12.18729433;1096.541518;0.849700762;0.949809576;4.1;;0.388888889;0.944444444;4.222222222;0.277777778;0.388888889;3.777777778;Haptic;;;
WEAK;weak;1063;44102;6.968850378;['weak_JJ', 'weak_NN'];Weak;Evaluative;-5.374630581;10.36218714;708.6253422;0.592627856;0.933079434;2.79;360.9;1.277777778;1;1.277777778;3.555555556;0.777777778;2.166666667;Interoceptive;4.9;5.32;2.95
WEAK;weakness;35;18724;3.555348061;['weakness_NN'];Weak;Evaluative;-9.063318033;15.28683;-62.33432414;0.213683351;0.207154516;2.59;271.4;1.647058824;1.058823529;1.823529412;3.588235294;0.764705882;2.823529412;Interoceptive;4.43;3.81;3.24
WEARABLE;wearability;41;36;3.713572067;['wearability_NN'];Neutral;Evaluative;0.187627003;15.05856102;194.5039449;0.890642002;0.852285092;;;;;;;;;;;;
WEARABLE;wearable;809;1222;6.695798917;['wearable_JJ', 'wearable_NN'];Neutral;Evaluative;-0.595032677;10.75611713;3228.468705;0.86711099;0.978373232;2.59;;0.315789474;0;3.684210526;0.736842105;0.157894737;3.789473684;Visual;;;
WEIRD;weird;886;41257;6.786716951;['weird_JJ', 'weird_NN'];Unfamiliar;Evaluative;-5.541188411;10.62495013;488.3528087;0.577937976;0.915125136;1.59;327.3;2.421052632;1.473684211;1.578947368;2.736842105;1.736842105;2.684210526;Interoceptive;4.29;4.75;5.09
WEIRD;weirdness;16;874;2.772588722;['weirdness_NN'];Unfamiliar;Evaluative;-5.77148947;16.41611302;7.070449936;0.557399347;0.550734494;1.93;;1.882352941;0.705882353;0.823529412;2.529411765;0.882352941;2.764705882;Visual;4.56;5.38;4.82
WET;wet;681;29047;6.523562306;['wet_JJ', 'wet_NN'];Composition;Abstract;-5.41459056;11.00460203;437.2472068;0.588819369;0.910772579;4.46;;1.636363636;1.181818182;4.5;2;0.954545455;3.045454545;Haptic;5;6.11;5.64
WET;wetness;12;308;2.48490665;['wetness_NN'];Composition;Abstract;-4.68182404;16.83115052;16.07341812;0.650707291;0.5945321;3.79;;1.045454545;0.909090909;4.227272727;1.954545455;0.454545455;3.5;Haptic;;;
WINTER;winter;1424;63734;7.261225092;['winter_NN', 'winter_JJ'];Abstract;Abstract;-5.484042157;9.940379591;844.2576937;0.581338411;0.9390642;3.84;620.6;1.125;0.25;2.4375;2.3125;0.625;4.0625;Visual;2.77;4.41;5.5
WINTER;wintery;71;82;4.262679877;['wintery_NN'];Abstract;Abstract;-0.207804885;14.2663659;293.198599;0.879488575;0.885065288;3.33;;0.86;0.28;2.24;1.38;0.72;3.66;Visual;;;
WINTER;wintry;14;735;2.63905733;['wintry_NN'];Abstract;Abstract;-5.714245518;16.6087581;5.189775097;0.563112078;0.540533188;3.32;;1.533333333;0.466666667;3.6;2.666666667;1.266666667;3.933333333;Visual;;;
WONDERFUL;wonderful;3625;67108;8.195609567;['wonderful_JJ'];Positive;Evaluative;-4.210431861;8.592347742;5349.264462;0.684983678;0.987622416;1.82;326.4;2.421052632;2.105263158;2.052631579;3.789473684;2.157894737;3.052631579;Interoceptive;4.57;7.19;7.41
WONDERFUL;wonderfull;42;79;3.737669618;['wonderfull_NN', 'wonderfull_JJ'];Positive;Evaluative;-0.911463325;15.0237956;150.4606477;0.856501632;0.826441785;;;;;;;;;;;;
WOODY;wood;6477;72956;8.776012719;['wood_NN', 'wood_JJ'];Category;Abstract;-3.493628983;7.755002993;12774.61416;0.733949946;0.994423286;4.85;649.7333333;0.578947368;0.315789474;3.368421053;0.368421053;1.894736842;4.263157895;Visual;3.5;6.37;5.82
WOODY;wooded;23;1871;3.135494216;['wooded_JJ'];Category;Abstract;-6.346031887;15.89255107;-0.114233336;0.501496192;0.509113166;4.46;;0.588235294;0.058823529;1.588235294;0;1.411764706;4.058823529;Visual;;;
WOODY;wooden;95;20879;4.553876892;['wooden_JJ'];Category;Abstract;-7.779909387;13.84625741;-92.93748808;0.347116431;0.14812296;4.61;;1.1;0.4;3.6;0;1.45;3.85;Visual;4;5.79;5.27
WOODY;woodier;27;2;3.295836866;['woodier_JJ', 'woodier_NN'];Category;Abstract;3.754887502;15.66122552;174.8996028;0.963955386;0.841131665;;;;;;;;;;;;
WOODY;woodiness;197;9;5.283203729;['woodiness_NN'];Category;Abstract;4.452126818;12.7940612;1488.375442;0.979189336;0.959466812;3.39;;0.611111111;0.555555556;2.5;0.444444444;1.666666667;3.388888889;Visual;;;
WOODY;woodish;12;1;2.48490665;['woodish_NN', 'woodish_JJ'];Category;Abstract;3.584962501;16.83115052;96.29481508;0.956338411;0.778971708;;;;;;;;;;;;
WOODY;woods;71;14019;4.262679877;['woods_NN'];Category;Abstract;-7.625348703;14.2663659;-61.56142234;0.366022851;0.208378672;4.87;657.1;1.588235294;0.117647059;1.764705882;0.235294118;2.294117647;3.882352941;Visual;;;
WOODY;woodsiness;28;5;3.33220451;['woodsiness_NN'];Category;Abstract;2.485426827;15.6087581;183.4818308;0.935527748;0.846164309;;;;;;;;;;;;
WOODY;woodsy;1909;327;7.554334824;['woodsy_JJ', 'woodsy_NN'];Category;Abstract;2.545454562;9.517511634;11767.30561;0.936751904;0.993335147;3.08;;0.777777778;0.166666667;0.944444444;0.388888889;2.388888889;3.555555556;Visual;;;
WOODY;woody;10930;7651;9.299266581;['woody_NN', 'woody_JJ'];Category;Abstract;0.514573173;7.000107241;51907.66529;0.897714908;0.999591948;3.12;;0.466666667;0.066666667;2.266666667;0.266666667;0.866666667;3.866666667;Visual;;;
WOODY;woodchip;13;59;2.564949357;['woodchip_NN'];Category;Abstract;-2.182203331;16.7156733;43.21059512;0.803318825;0.680767138;;;;;;;;;;;;
YLANG__#__YLANG;ylang;648;99;6.473890696;['ylang_NN'];Source;Source;2.710493383;11.07626302;4076.842428;0.939880305;0.982997824;;;;;;;;;;;;
YLANG__#__YLANG;ylang__#__ylang;222;11;5.402677382;['ylang__#__ylang_COLL'];Source;Source;4.334984248;12.62169716;1462.42852;0.977149075;0.958922742;;;;;;;;;;;;
YOUTHFUL;youth;113;54988;4.727387819;['youth_NN'];Abstract;Abstract;-8.926650232;13.59593406;-206.3316214;0.228781284;0.070184984;3.28;435.5;2.111111111;0;0.611111111;2.277777778;0;3.944444444;Visual;4.14;5;6.53
YOUTHFUL;youthful;247;4341;5.509388337;['youthful_JJ'];Abstract;Abstract;-4.135444476;12.46774579;374.0715735;0.689200218;0.901659412;2.9;416.1;1.944444444;0.277777778;1.277777778;3.055555556;0.777777778;3.666666667;Visual;5.68;6;6.89
YUMMY;yum;14;894;2.63905733;['yum_NN', 'yum_JJ'];Positive;Evaluative;-5.996776099;16.6087581;2.839751785;0.535636561;0.527339499;;;;;;;;;;;;
YUMMY;yummy;250;1526;5.521460918;['yummy_JJ', 'yummy_NN'];Positive;Evaluative;-2.609754962;12.45032874;640.9188332;0.78414037;0.929270947;2.86;;0.526315789;4.263157895;0.578947368;2.052631579;2.368421053;1.894736842;Gustatory;4.48;6.84;7.52
YUZU;yuzu;191;83;5.252273428;['yuzu_NN', 'yuzu_JJ'];Source;Source;1.202389397;12.83868419;987.8514499;0.910228509;0.945593036;;;;;;;;;;;;
ZESTY;zest;52;2845;3.951243719;['zest_NN'];Category;Abstract;-5.773773219;14.7156733;21.12586918;0.556991295;0.61398259;2.27;403.3;0.888888889;2;0.888888889;1.722222222;1.722222222;2.611111111;Visual;5.41;6.58;6.76
ZESTY;zesty;452;345;6.11368218;['zesty_JJ', 'zesty_NN'];Category;Abstract;0.389726411;11.59593406;2117.198214;0.894858542;0.968852013;3.18;;0.263157895;3.736842105;0.263157895;1.631578947;2.263157895;0.842105263;Gustatory;;;
