Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Categorization;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Arousal;Dominance;Valence
CELERY;celery;232;3766;5.446737372;['celery_NN', 'celery_JJ'];Source;Source;-4.020836289;12.55813203;375.8655631;0.698313384;0.902067465;4.8;664.7;0.894736842;4.421052632;3.368421053;0.631578947;2.894736842;3.684210526;Gustatory;2.81;6.28;5.71
CHAMPACA;champa;38;86;3.63758616;['champa_NN'];Source;Source;-1.178337241;15.16818551;128.7551985;0.847932535;0.809983678;;;;;;;;;;;;
CHAMPACA;champaca;56;1;4.025351691;['champaca_NN', 'champaca_JJ'];Source;Source;5.807354922;14.6087581;488.2814749;0.993471164;0.914989119;;;;;;;;;;;;
CHEAP;cheap;3171;49289;8.061802275;['cheap_JJ', 'cheap_NN'];Negative;Evaluative;-3.958255929;8.78539086;5227.710715;0.702121872;0.987214363;2.11;314.7;1.0625;0.5;1.1875;0.3125;0.4375;2.8125;Visual;4.47;5.89;5.24
CHEAP;cheapness;20;129;2.995732274;['cheapness_NN'];Negative;Evaluative;-2.689299161;16.09418493;55.64271453;0.779379761;0.709738847;1.72;;1.9;0.8;1.75;1.55;0.6;2.9;Visual;;;
CHEMICAL;chemical;1430;45700;7.265429723;['chemical_NN', 'chemical_JJ'];Category;Abstract;-4.998107113;9.93431359;1326.42718;0.626360174;0.955794342;3.86;497;0.555555556;1.166666667;1.111111111;1;3.055555556;2.611111111;Olfactory;3.41;3.78;4.89
CHERRY;cherry;769;13928;6.64509097;['cherry_NN'];Source;Source;-4.1788607;10.82927323;1153.977994;0.686751904;0.951849837;4.62;661.8;0.142857143;4.285714286;2.678571429;0.5;2.321428571;3.5;Gustatory;4.91;5.63;7.05
CHOCOLATE;chocolate;1273;27965;7.149131599;['chocolate_NN', 'chocolate_JJ'];Source;Source;-4.457318006;10.10209632;1662.239199;0.668933624;0.963003264;4.72;685.3;0.611111111;4.555555556;2.444444444;1.111111111;3.444444444;3.388888889;Gustatory;5.14;5.88;7.63
CHOCOLATE;chocolatey;98;112;4.584967479;['chocolatey_JJ', 'chocolatey_NN'];Source;Source;-0.192645078;13.80140318;408.9372514;0.879760609;0.907916213;;;;;;;;;;;;
CHOCOLATE;chocolaty;48;107;3.871201011;['chocolaty_NN'];Source;Source;-1.156504486;14.83115052;179.5833302;0.848476605;0.843852013;3.45;;0.052631579;4.368421053;0.789473684;0.789473684;2.684210526;2.631578947;Gustatory;;;
CHYPRE;chypre;1197;17;7.087573706;['chypre_NN', 'chypre_JJ'];Abstract;Abstract;6.137744596;10.19090558;10368.53809;0.994695321;0.992383025;;;;;;;;;;;;
CHYPRE;chypré;12;1;2.48490665;['chypré_NN', 'chypré_JJ'];Abstract;Abstract;3.584962501;16.83115052;96.29481508;0.956338411;0.778971708;;;;;;;;;;;;
CINNAMON;cinammon;21;10;3.044522438;['cinammon_NN', 'cinammon_JJ'];Source;Source;1.070389328;16.0237956;118.1103308;0.907508161;0.803998912;;;;;;;;;;;;
CINNAMON;cinnamon;1798;6335;7.494430215;['cinnamon_NN', 'cinnamon_JJ'];Source;Source;-1.816951599;9.603935716;5628.447672;0.819096844;0.988030468;4.85;;0.133333333;4.333333333;1.2;0.733333333;3.066666667;2.066666667;Gustatory;3.72;5.91;6.75
CINNAMON;cinnamony;12;16;2.48490665;['cinnamony_NN'];Source;Source;-0.415037499;16.83115052;57.47857297;0.874183896;0.713819369;;;;;;;;;;;;
CITRUS;citral;19;2;2.944438979;['citral_JJ', 'citral_NN'];Category;Abstract;3.247927513;16.16818551;112.9579658;0.94749728;0.79937432;;;;;;;;;;;;
CITRUS;citric;776;227;6.65415252;['citric_JJ', 'citric_NN'];Category;Abstract;1.773364355;10.81620018;4374.302612;0.921517954;0.984085963;3.19;;0.625;3.625;0.8125;0.25;2.3125;1.8125;Gustatory;;;
CITRUS;citron;80;298;4.382026635;['citron_NN'];Category;Abstract;-1.897240426;14.09418493;252.4146612;0.814744287;0.873503808;;;;;;;;;;;;
CITRUS;citrous;13;1;2.564949357;['citrous_JJ'];Category;Abstract;3.700439718;16.7156733;104.3736568;0.961099021;0.789717084;;;;;;;;;;;;
CITRUS;citrucy;17;1;2.833213344;['citrucy_NN'];Category;Abstract;4.087462841;16.32865018;137.3036477;0.970892274;0.816240479;;;;;;;;;;;;
CITRUS;citrus;12494;3143;9.433003808;['citrus_NN', 'citrus_JJ'];Category;Abstract;1.991021258;6.807165207;72120.87806;0.926006529;0.999727965;4.21;;0.3125;4.46875;1.8125;0.25;3.3125;3.1875;Gustatory;4.16;6.46;6.36
CITRUS;citruses;17;1;2.833213344;['citruses_NN'];Category;Abstract;4.087462841;16.32865018;137.3036477;0.970892274;0.816240479;;;;;;;;;;;;
CITRUS;citrussy;97;1;4.574710979;['citrussy_NN', 'citrussy_JJ'];Category;Abstract;6.599912842;13.81620018;887.8325352;0.996463547;0.941784548;;;;;;;;;;;;
CITRUS;citrusy;1754;168;7.469654173;['citrusy_JJ', 'citrusy_NN'];Category;Abstract;3.38411561;9.639679989;11806.70106;0.949401523;0.993471164;;;;;;;;;;;;
CIVET;civet;826;164;6.716594774;['civet_NN', 'civet_JJ'];Source;Source;2.332445967;10.72611505;4952.258765;0.932399347;0.986262242;;;;;;;;;;;;
CLARY;clary;178;588;5.18178355;['clary_JJ', 'clary_NN'];Source;Source;-1.723938914;12.94037959;562.9097813;0.823993471;0.923286181;;;;;;;;;;;;
CLASSIC;classic;3293;43713;8.099554282;['classic_JJ', 'classic_NN'];Abstract;Abstract;-3.730587976;8.730926225;5955.540799;0.718852013;0.988846572;2;;2;0.555555556;1;0.944444444;0.722222222;2.555555556;Visual;3.62;6.29;6.32
CLASSIC;classical;246;16207;5.505331536;['classical_JJ', 'classical_NN'];Abstract;Abstract;-6.041814939;12.47359852;50.12429461;0.531556039;0.696817193;2.18;352.9;3.352941176;0.235294118;0.411764706;0.647058824;0.176470588;2.823529412;Auditory;3.75;6.25;6.79
CLASSY;classier;15;159;2.708050201;['classier_NN'];Positive;Evaluative;-3.40599236;16.50922243;26.42172555;0.740886834;0.63288901;;;;;;;;;;;;
CLASSY;classiest;34;4;3.526360525;['classiest_JJ', 'classiest_NN'];Positive;Evaluative;3.087462841;15.32865018;209.0675389;0.945593036;0.858677911;;;;;;;;;;;;
CLASSY;classy;1430;2963;7.265429723;['classy_JJ', 'classy_NN'];Positive;Evaluative;-1.051043479;9.93431359;5233.28671;0.852149075;0.987350381;2.12;;2.4;0.666666667;0.866666667;1.8;0.6;4.266666667;Visual;4.14;6.21;6.63
CLEAN;clean;5937;64041;8.688959234;['clean_JJ', 'clean_NN'];Abstract;Abstract;-3.431189817;7.880594624;11966.93581;0.739118607;0.993879217;3.07;323.2;0.1875;0.625;2.875;1.1875;2.6875;4.6875;Visual;3.57;6.11;7.09
CLEAN;cleanliness;55;1486;4.007333185;['cleanliness_NN'];Abstract;Abstract;-4.755858687;14.63475331;58.12957254;0.645130577;0.71531556;2.63;;0.694444444;0.361111111;2.194444444;1.166666667;2.222222222;4.388888889;Visual;4.05;6.95;7.21
CLEAN;cleanness;19;55;2.944438979;['cleanness_NN'];Abstract;Abstract;-1.5334322;16.16818551;56.61680377;0.83297062;0.712051143;3.61;;0.368421053;0.263157895;2.368421053;1.157894737;2.736842105;4.210526316;Visual;;;
CLOVE;clove;1220;5630;7.106606138;['clove_NN'];Source;Source;-2.206253775;10.16344759;3499.851802;0.802094668;0.979869423;4.42;566.7;0.214285714;3.285714286;1.214285714;0.357142857;3.928571429;3.071428571;Olfactory;3.32;5.54;5.53
CLOVE;clovey;11;1;2.397895273;['clovey_JJ', 'clovey_NN'];Source;Source;3.459431619;16.9566814;61.1207073;0.95062568;0.722252448;;;;;;;;;;;;
CLOYING;cloying;646;140;6.470799504;['cloying_JJ', 'cloying_NN'];Abstract;Abstract;2.206107338;11.08072267;3814.058772;0.929678999;0.981773667;;;;;;;;;;;;
COCONUT;coco;147;1559;4.990432587;['coco_NN', 'coco_JJ'];Source;Source;-3.406732868;13.21644068;294.6294361;0.740750816;0.885609358;;;;;;;;;;;;
COCOA;cocoa;510;3883;6.234410726;['cocoa_NN'];Source;Source;-2.928602555;11.42175958;1200.577646;0.765914037;0.953482046;4.89;;0.235294118;4.647058824;1.294117647;0.294117647;3.823529412;3.470588235;Gustatory;5;6.32;7.33
COCOA;cocoa__#__powder;32;444;3.465735903;['cocoa__#__powder_COLL'];Source;Source;-3.794415866;15.41611302;64.18651059;0.713139282;0.731229597;;;;;;;;;;;;
COCONUT;coconut;1093;5752;6.996681488;['coconut_NN', 'coconut_JJ'];Source;Source;-2.395770275;10.32203534;2992.276953;0.793525571;0.97687704;4.79;;0.476190476;4.380952381;3;0.333333333;3.380952381;3.666666667;Gustatory;4.67;5.76;6.55
COCONUT;coconutty;40;9;3.688879454;['coconutty_JJ', 'coconutty_NN'];Source;Source;2.152003093;15.09418493;247.1678708;0.928862894;0.8718716;;;;;;;;;;;;
COFFEE;coffe;57;33;4.043051268;['coffe_NN'];Source;Source;0.788495895;14.58322301;291.4504499;0.902475517;0.884657236;;;;;;;;;;;;
COFFEE;coffee;1622;68532;7.391415235;['coffee_NN'];Source;Source;-5.400932066;9.752554918;1052.438822;0.59031556;0.947905332;4.81;673.5;1;4.611111111;1.722222222;1.555555556;4.277777778;4;Gustatory;5.1;6.12;7
COFFEE;roasted__#__coffee;42;30;3.737669618;['roasted__#__coffee_COLL'];Source;Source;0.485426827;15.0237956;84.00637625;0.897306855;0.762377584;;;;;;;;;;;;
COFFEE;roasted__#__coffee__#__bean;13;12;2.564949357;['roasted__#__coffee__#__bean_COLL'];Source;Source;0.115477217;16.7156733;15.75202029;0.888601741;0.592899891;;;;;;;;;;;;
COFFEE;coffee__#__bean;43;536;3.761200116;['coffee__#__bean_COLL'];Source;Source;-3.639824436;14.98984827;9.24555509;0.725788901;0.562023939;;;;;;;;;;;;
COGNAC;cognac;171;950;5.141663557;['cognac_NN', 'cognac_JJ'];Source;Source;-2.473931188;12.99826051;452.6658239;0.789173014;0.912404788;4.54;;0.117647059;3.764705882;0.588235294;0.764705882;2.470588235;2.705882353;Gustatory;4.81;5.42;4.85
COMFORTING;comforting;674;1415;6.513230111;['comforting_JJ', 'comforting_NN'];Effect;Evaluative;-1.069981557;11.01950824;2453.901898;0.851196953;0.971708379;2.41;;2.35;0.3;2;3.1;0.6;2.7;Interoceptive;3;7;7.47
COMPLEX;complex;2418;69192;7.790696031;['complex_JJ', 'complex_NN'];Abstract;Abstract;-4.838719093;9.176514492;2511.069433;0.638465724;0.972116431;1.96;317.75;2.473684211;0.684210526;1.052631579;1.789473684;0.578947368;3.052631579;Visual;4.6;5.25;4.21
COMPLEX;complexity;439;16832;6.084499413;['complexity_NN'];Abstract;Abstract;-5.26084186;11.63803589;326.3326889;0.60242111;0.893090316;1.87;;2.722222222;1.555555556;1.777777778;2.333333333;1.222222222;3.722222222;Visual;5.13;5.84;5.37
CONIFEROUS;conifer;149;870;5.003946306;['conifer_NN', 'conifer_JJ'];Source;Source;-2.54570307;13.1969445;396.9408758;0.786860718;0.905603917;4.12;;0.714285714;0.19047619;1.714285714;0.142857143;1.428571429;3.428571429;Visual;;;
CONIFEROUS;coniferous;422;174;6.045005314;['coniferous_JJ', 'coniferous_NN'];Source;Source;1.278155693;11.69501383;2217.282666;0.911860718;0.969940152;3.26;;0.923076923;0.153846154;1.307692308;0;1.307692308;3;Visual;;;
COOL;cool;1650;87939;7.408530567;['cool_JJ', 'cool_NN'];Abstract;Abstract;-5.735965197;9.727862713;687.9185808;0.561887922;0.931583243;3.53;359.9;0.380952381;0.761904762;3.571428571;1.666666667;0.047619048;1.19047619;Haptic;3.43;6.44;6.82
COOL;cooling;17;2618;2.833213344;['cooling_NN', 'cooling_JJ'];Abstract;Abstract;-7.266786541;16.32865018;-12.22950532;0.403427639;0.437431991;3.03;;1.294117647;1.235294118;3.352941176;2.823529412;0.823529412;2.176470588;Haptic;;;
COOL;coolness;26;1069;3.258096538;['coolness_NN'];Abstract;Abstract;-5.36160642;15.7156733;16.24588931;0.593852013;0.595620239;2.67;;0.45;2.1;4.25;3.5;0.65;1.95;Haptic;;;
CORIANDER;coriander;508;1009;6.230481448;['coriander_NN', 'coriander_JJ'];Source;Source;-0.990025772;11.42742833;1890.601036;0.854869423;0.965179543;;;;;;;;;;;;
COUMARIN;coumarin;207;60;5.332718793;['coumarin_NN'];Source;Source;1.786596362;12.72262606;1154.492075;0.922198041;0.951985854;;;;;;;;;;;;
COZY;coziness;12;199;2.48490665;['coziness_NN'];Effect;Evaluative;-4.05166212;16.83115052;22.18854754;0.695865071;0.61765506;2.52;;0.9;0.2;2.9;3.1;0.7;2.35;Interoceptive;;;
COZY;cozy;371;5594;5.916202063;['cozy_JJ', 'cozy_NN'];Effect;Evaluative;-3.914389162;11.88083765;619.9372015;0.704706202;0.927774755;2.61;;0.9375;0.5625;2.75;2.8125;0.8125;2.25;Interoceptive;3.56;6.69;7.28
CREAMY;creaminess;118;115;4.770684624;['creaminess_NN'];Source;Source;0.037152998;13.53346997;512.6094432;0.886833515;0.917845484;3.19;;0.263157895;3.368421053;2.947368421;0.473684211;0.631578947;3.105263158;Gustatory;;;
CREAMY;creamy;2131;4552;7.664346632;['creamy_JJ', 'creamy_NN'];Source;Source;-1.094969965;9.358798144;7737.46533;0.849972797;0.990478781;3.62;;0.470588235;3.588235294;3;1.411764706;1.352941176;3.294117647;Gustatory;3.12;6.06;6.48
CRISP;crisp;1175;8840;7.069023427;['crisp_JJ', 'crisp_NN'];Composition;Abstract;-2.911385613;10.21766798;2786.198394;0.767274211;0.974700762;3.69;556.1666667;2.2;2.4;3.15;0.8;0.7;1.95;Haptic;3.95;6.14;5.23
CRISP;crisper;19;345;2.944438979;['crisper_NN', 'crisper_JJ'];Composition;Abstract;-4.182525038;16.16818551;25.40121283;0.686615887;0.627856366;3.85;;2.421052632;2;2.052631579;0.263157895;0.421052632;3;Visual;;;
CRISP;crispness;50;232;3.912023005;['crispness_NN'];Composition;Abstract;-2.214124805;14.77225683;137.2118429;0.801550598;0.816104461;3.58;;2.333333333;2.333333333;3.055555556;0.944444444;1;3.166666667;Visual;;;
CRISP;crispy;74;2101;4.304065093;['crispy_JJ', 'crispy_NN'];Composition;Abstract;-4.827407081;14.20665966;75.39773904;0.639825898;0.750680087;4.04;;2.294117647;3.058823529;3.411764706;0.411764706;0.411764706;3.058823529;Haptic;5;6.08;6.18
CUCUMBER;cucumber;358;4152;5.880532986;['cucumber_NN'];Source;Source;-3.535774951;11.93229724;691.5235882;0.731909684;0.931991295;4.83;;0.388888889;4.611111111;3.277777778;0.888888889;3.222222222;4.055555556;Gustatory;3.17;5.86;6.47
CUMIN;cumin;843;2179;6.736966958;['cumin_NN', 'cumin_JJ'];Source;Source;-1.37006166;10.6967242;2896.101283;0.839227421;0.975924918;4.93;;0.153846154;4.384615385;2;0.538461538;4;2.769230769;Gustatory;;;
CUMIN;cummin;12;249;2.48490665;['cummin_JJ', 'cummin_NN'];Source;Source;-4.375039431;16.83115052;19.05047453;0.67383025;0.606501632;;;;;;;;;;;;
CYPRESS;cypress;447;3058;6.102558595;['cypress_NN', 'cypress_JJ'];Source;Source;-2.77424167;11.611982;1099.299803;0.775027203;0.949945593;4.76;;0.375;0.25;1.625;0.3125;1.8125;3.5;Visual;;;
CYPRIOL;cypriol;64;1;4.158883083;['cypriol_JJ', 'cypriol_NN'];Source;Source;6;14.41611302;564.4437157;0.994015234;0.923558215;;;;;;;;;;;;
DARK;dark;3788;133089;8.239593454;['dark_JJ', 'dark_NN'];Abstract;Abstract;-5.134811194;8.528892406;3161.294052;0.61398259;0.97742111;4.29;608.6;0.263157895;0.078947368;0.105263158;0.710526316;0.131578947;4.684210526;Visual;4.09;4.61;5.08
DARK;darkened;15;369;2.708050201;['darkened_JJ'];Abstract;Abstract;-4.62058641;16.50922243;15.4771238;0.657236126;0.592083787;3.48;;0.6;0.15;0.65;1.1;0.2;4.15;Visual;3.77;3.92;3.37
DARK;darkest;32;2608;3.465735903;['darkest_JJ'];Abstract;Abstract;-6.348728154;15.41611302;-0.248492148;0.500680087;0.508025027;;;;;;;;;;;;
DARK;darkish;18;64;2.890371758;['darkish_JJ'];Abstract;Abstract;-1.830074999;16.24618802;49.99652964;0.817872688;0.696273123;2.86;;0.05;0;0;0.2;0;4;Visual;;;
DARK;darkness;149;26795;5.003946306;['darkness_NN'];Abstract;Abstract;-7.490507675;13.1969445;-120.6082071;0.380168662;0.119423286;3.85;591.2;0.294117647;0.117647059;0.411764706;1.058823529;0.117647059;4.764705882;Visual;4.08;4.82;4.71
DATED;dated;112;177;4.718498871;['dated_JJ'];Abstract;Abstract;-0.660250628;13.6087581;448.6633666;0.864934712;0.911860718;;;;;;;;;;;;
DAYTIME;daytime;654;4947;6.483107351;['daytime_NN', 'daytime_JJ'];Abstract;Abstract;-2.919191359;11.0629662;1545.152089;0.766594124;0.961235038;4.31;;1.526315789;0.210526316;0.315789474;1.157894737;0.789473684;4.947368421;Visual;4;5.58;7.58
DECENT;decent;1613;21314;7.385851078;['decent_JJ'];Positive;Evaluative;-3.723983026;9.760582299;2926.42214;0.719804135;0.976468988;2.04;297;1.473684211;0.368421053;0.684210526;0.947368421;0.210526316;2.157894737;Visual;4.15;6.74;6.27
DEEP;deep;1811;117567;7.501634458;['deep_JJ', 'deep_NN'];Abstract;Abstract;-6.020552809;9.593542191;398.2788879;0.5335963;0.905739935;3.38;460;1.470588235;0.529411765;1.941176471;1.176470588;0.411764706;3.705882353;Visual;3.9;4.94;5.44
DEEP;deepness;15;56;2.708050201;['deepness_NN'];Abstract;Abstract;-1.900464326;16.50922243;39.98790819;0.81460827;0.672470076;2.78;;1.121212121;0.181818182;1.696969697;1.696969697;0.060606061;2.939393939;Visual;;;
DEEP;depth;710;33532;6.56526497;['depth_NN', 'depth_JJ'];Abstract;Abstract;-5.5615757;10.94443781;381.1191697;0.575761697;0.902747552;3.11;399;0.941176471;0.647058824;2.647058824;1.352941176;0.588235294;4;Visual;4.35;5.24;5.8
DEFINITE;definate;16;26;2.772588722;['definate_JJ', 'definate_NN'];Abstract;Abstract;-0.700439718;16.41611302;70.34015901;0.863846572;0.741430903;;;;;;;;;;;;
DEFINITE;definite;287;6000;5.659482216;['definite_JJ', 'definite_NN'];Abstract;Abstract;-4.385839859;12.2512061;385.6796401;0.672742111;0.904379761;2.07;;2.826086957;0.695652174;1.391304348;1.869565217;0.652173913;3.043478261;Visual;4.19;5.39;5.79
DEFINITE;definitley;11;19;2.397895273;['definitley_JJ', 'definitley_NN'];Abstract;Abstract;-0.788495895;16.9566814;34.62075649;0.860854189;0.657372144;;;;;;;;;;;;
DELICATE;delicate;1079;12519;6.983789965;['delicate_JJ', 'delicate_NN'];Positive;Evaluative;-3.536352556;10.34063387;2091.621909;0.731773667;0.968715996;2.3;;0.842105263;0.526315789;3.526315789;1.263157895;0.263157895;3.157894737;Haptic;3.09;5.04;6.38
DELICIOUS;delicious;1310;14896;7.177782416;['delicious_NN', 'delicious_JJ'];Positive;Evaluative;-3.507286261;10.06076193;2566.595328;0.733541893;0.973068553;2.43;385.3;0.611111111;4.5;0.611111111;2.333333333;3.277777778;2.722222222;Gustatory;4.92;5.8;7.38
DELICIOUS;deliciousness;12;162;2.48490665;['deliciousness_NN'];Positive;Evaluative;-3.754887502;16.83115052;25.06846639;0.716811752;0.626632209;2.48;;0.944444444;4.888888889;0.722222222;1.888888889;2.111111111;1.944444444;Gustatory;;;
DELIGHTFUL;delightful;632;4784;6.448889394;['delightful_JJ', 'delightful_NN'];Positive;Evaluative;-2.920220926;11.11233227;1502.042068;0.766458107;0.959874864;2.38;384.9;2;1.789473684;1.736842105;2.842105263;1.894736842;2.578947368;Interoceptive;6.16;6.76;7.38
DENSE;dense;506;10349;6.226536669;['dense_JJ'];Strong;Evaluative;-4.354210175;11.43311945;693.0937043;0.675190424;0.932127312;3.14;372.7;0.9375;0.625;2.125;0.375;0.1875;3.125;Visual;3.59;5.08;4.68
DEODORANT;deoderant;16;9;2.772588722;['deoderant_JJ', 'deoderant_NN'];Source;Source;0.830074999;16.41611302;89.43585431;0.903155604;0.770402612;;;;;;;;;;;;
DEODORANT;deodorant;176;1142;5.170483995;['deodorant_NN', 'deodorant_JJ'];Source;Source;-2.697915317;12.9566814;449.1370818;0.778971708;0.911996736;5;;0.315789474;0.421052632;2.631578947;0.368421053;4.210526316;2.894736842;Olfactory;3.73;6.33;6.09
DEODORANT;deodorant__#__spray;13;10;2.564949357;['deodorant__#__spray_COLL'];Source;Source;0.378511623;16.7156733;44.65622023;0.894722524;0.684167573;;;;;;;;;;;;
DEODORANT;deodorant__#__stick;11;15;2.397895273;['deodorant__#__stick_COLL'];Source;Source;-0.447458977;16.9566814;15.86795165;0.873095756;0.593171926;;;;;;;;;;;;
DETECTABLE;detectable;381;1521;5.942799375;['detectable_JJ', 'detectable_NN'];Moderate;Evaluative;-1.99715725;11.84246583;1152.435706;0.811207835;0.951713819;2.37;;3.121212121;1.484848485;2.181818182;1.303030303;2.121212121;3.606060606;Visual;;;
DETECTABLE;detectible;11;37;2.397895273;['detectible_JJ'];Moderate;Evaluative;-1.750021747;16.9566814;28.62244609;0.82195321;0.639553863;2.41;;3.083333333;1.777777778;2.25;1.916666667;1.972222222;3.722222222;Visual;;;
DEWY;dew;55;2434;4.007333185;['dew_NN', 'dew_JJ'];Source;Source;-5.467753739;14.63475331;31.97682599;0.582834603;0.650163221;4.38;;0.176470588;0.529411765;3.294117647;0.411764706;0.882352941;3.882352941;Visual;3.04;5.67;4.79
DEWY;dewy;133;472;4.890349128;['dewy_NN', 'dewy_JJ'];Source/Abstract;Source;-1.827360614;13.36083059;422.099717;0.818008705;0.90914037;4.19;;0.8125;0.3125;2.6875;0.5625;0.4375;2.5625;Haptic;;;
DIRTY;dirt;229;24709;5.433722004;['dirt_NN', 'dirt_JJ'];Category;Abstract;-6.753545216;12.57690923;-66.50637782;0.460826986;0.197633297;4.86;602.9;0.789473684;0.263157895;3.526315789;0.473684211;2.052631579;4.052631579;Visual;3.44;4.7;4.5
DIRTY;dirtiness;36;61;3.583518938;['dirtiness_NN'];Abstract;Abstract;-0.760812336;15.24618802;146.9057011;0.861670294;0.823585419;3.48;355;0.5;0.277777778;2.444444444;0.944444444;1.944444444;4.444444444;Visual;;;
DIRTY;dirty;1223;30915;7.109062136;['dirty_JJ', 'dirty_NN'];Abstract;Abstract;-4.659810697;10.15990433;1420.462293;0.652475517;0.957834603;4.23;413.9;0.5;0.8;2.75;0.6;2.75;4.25;Visual;5.05;5.05;3.17
DISCRETE;discreet;414;2297;6.025865974;['discreet_JJ', 'discreet_NN'];Weak;Evaluative;-2.472048184;11.72262606;1104.078094;0.789445049;0.950489663;2.11;;1.4375;0;0.125;0.5;0.0625;1.625;Visual;3.4;6.45;5.05
DISCRETE;discrete;113;3520;4.727387819;['discrete_JJ'];Weak;Evaluative;-4.961180751;13.59593406;109.7635874;0.629080522;0.796926007;2.41;312.1;1.555555556;0.055555556;0.5;1.222222222;0.111111111;2.888888889;Visual;;;
DISTINCT;distinct;915;19704;6.818924065;['distinct_JJ', 'distinct_NN'];Familiar;Evaluative;-4.428572979;10.57848509;1208.484738;0.670429815;0.954026115;2.11;;2.823529412;1.235294118;1.294117647;1.117647059;1.294117647;4.117647059;Visual;3.67;5.8;5.55
DISTINCT;distinctive;849;9053;6.744059186;['distinctive_JJ'];Familiar;Evaluative;-3.414559496;10.68649228;1724.553322;0.740206746;0.963683351;1.61;;2.176470588;0.941176471;1.411764706;1.176470588;1.058823529;2.882352941;Visual;3.78;6.18;6.32
DOMINANT;dominance;60;6882;4.094344562;['dominance_NN'];Strong;Evaluative;-6.841721581;14.50922243;-21.63958698;0.452801959;0.381936888;2.53;;1.787878788;0.121212121;0.848484848;2.03030303;0.181818182;2.515151515;Visual;5.5;4.59;5.19
DOMINANT;dominant;2084;18876;7.642044403;['dominant_JJ', 'dominant_NN'];Strong;Evaluative;-3.179125894;9.390973459;4567.698091;0.752992383;0.985582155;1.66;;2.133333333;0.333333333;0.6;2.266666667;0.4;2.933333333;Visual;5.36;6.78;5.15
DOMINANT;dominate;45;467;3.80666249;['dominate_JJ', 'dominate_NN'];Strong;Evaluative;-3.375425643;14.92425993;96.52050001;0.741974973;0.783188248;2.12;388.6;2.375;0.25;0.8125;1.9375;0.125;2.9375;Visual;6.4;5.54;4.4
DOMINANT;dominating;79;78;4.369447852;['dominating_NN', 'dominating_JJ'];Strong;Evaluative;0.018378529;14.11233227;339.2645759;0.886425462;0.895402612;;;;;;;;;;;;
DRY;dry;5389;47352;8.592115118;['dry_JJ', 'dry_NN'];Composition;Abstract;-3.13533587;8.02031115;11968.26372;0.755576714;0.994015234;3.77;;0.7;1.8;3.9;1.4;0.45;3.25;Haptic;3.8;6.21;4.86
DRY;dryness;86;796;4.454347296;['dryness_NN'];Composition;Abstract;-3.210359866;13.98984827;182.1155732;0.750408052;0.845348205;2.72;;0.647058824;1.235294118;3.705882353;1.647058824;0.294117647;2.588235294;Haptic;;;
DUSTY;dust;123;31596;4.812184355;['dust_NN'];Source;Source;-8.004939801;13.47359852;-139.7921502;0.321137106;0.104325354;4.4;426.45;0.5;0.1875;2.6875;0.25;1.25;4.0625;Visual;3.45;4.56;3.72
DUSTY;dustier;14;19;2.63905733;['dustier_NN'];Composition;Abstract;-0.440572591;16.6087581;49.05495334;0.873367791;0.694912949;;;;;;;;;;;;
DUSTY;dustiness;19;9;2.944438979;['dustiness_NN'];Composition;Abstract;1.078002512;16.16818551;87.3886501;0.907644178;0.768090316;3.18;;0.65;0.35;2.4;0.4;1.15;4.2;Visual;;;
DUSTY;dusty;810;8288;6.697034248;['dusty_JJ', 'dusty_NN'];Composition;Abstract;-3.35503019;10.75433492;1670.753886;0.743063112;0.963139282;3.79;554.6;0.052631579;0;2.526315789;0.315789474;0.842105263;4.052631579;Visual;4.1;4.7;3.95
EARTHY;earth;454;135447;6.118097198;['earth_NN'];Source;Source;-8.220820427;11.58956453;-589.8347211;0.297742111;0.022714908;4.8;666.7;1.333333333;0.666666667;2.833333333;0.777777778;2.277777778;4.333333333;Visual;5.04;5.69;6.83
EARTHY;earthier;51;41;3.931825633;['earthier_JJ', 'earthier_NN'];Source;Source;0.314873337;14.74368768;225.9658517;0.89336235;0.864118607;;;;;;;;;;;;
EARTHY;earthiness;127;138;4.844187086;['earthiness_NN'];Source;Source;-0.11983977;13.42742833;538.7784786;0.882208923;0.92070185;2.17;;0.65;1.55;2.6;1.25;2.55;2.9;Visual;;;
EARTHY;earthy;2306;1664;7.743269701;['earthy_JJ', 'earthy_NN'];Source;Source;0.47073708;9.244936224;10873.9227;0.89703482;0.992791077;2.15;;0.866666667;1.933333333;3.2;1.066666667;2.933333333;3.733333333;Visual;3.29;6.56;6.5
EDIBLE;edible;336;3531;5.81711116;['edible_JJ', 'edible_NN'];Abstract;Abstract;-3.393543683;12.0237956;689.8813868;0.741294886;0.931855277;3.55;;0.545454545;4.5;1.909090909;1.818181818;2.863636364;3.181818182;Gustatory;5.15;6.45;6.68
EFFERVESCENT;effervescence;17;133;2.833213344;['effervescence_NN'];Abstract;Abstract;-2.967819594;16.32865018;44.38701423;0.764145811;0.683215452;2.08;;1.538461538;1.307692308;0.769230769;1.153846154;0.461538462;3.230769231;Visual;;;
