Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Category;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Arousal;Dominance;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Valence
MUSHROOM;mushroomy;67;16;4.204692619;['mushroomy_NN'];Source;Source;2.06608919;13.39974422;456.0639123;0.937010676;0.799288256;;;;;;;;;;;;
NECTARINE;nectarine;919;461;6.823286122;['nectarine_NN', 'nectarine_JJ'];Source;Source;0.995298111;9.621912359;5753.397442;0.904270463;0.968327402;5;;;;0.411764706;4.117647059;2.823529412;0.647058824;3.294117647;4.235294118;Visual;
NUTTY;nut;665;18319;6.499787041;['nut_NN'];Category;Abstract;-4.783842601;10.08862288;1512.994101;0.566903915;0.904270463;4.52;598.925;4.24;4.56;0.736842105;3.789473684;2.894736842;0.842105263;2.105263158;3.736842105;Gustatory;5.44
NUTTY;nuttiness;42;119;3.737669618;['nuttiness_NN', 'nuttiness_JJ'];Category;Abstract;-1.502500341;14.07351599;181.7124044;0.789679715;0.682562278;2.85;;;;1.368421053;3.263157895;1.210526316;1.236842105;2.184210526;2.394736842;Gustatory;
NUTTY;nutty;500;2050;6.214608098;['nutty_JJ', 'nutty_NN'];Category;Abstract;-2.03562391;10.50004913;2094.985059;0.759786477;0.922064057;3.45;;4.72;5.29;1.631578947;3.789473684;1.473684211;1.052631579;2.526315789;3.052631579;Gustatory;5.35
OAKY;oak;5913;17165;8.684908596;['oak_NN', 'oak_JJ'];Category;Abstract;-1.537507675;6.936158848;26727.19293;0.787544484;0.993594306;4.82;634.3;2.64;5.91;0.653846154;0.730769231;2.807692308;0.192307692;2.115384615;3.769230769;Visual;6.47
OAKY;oaked;83;7;4.418840608;['oaked_JJ'];Category;Abstract;3.567684509;13.09079398;652.6327499;0.961209964;0.837010676;;;;;;;;;;;;
OAKY;oakiness;14;6;2.63905733;['oakiness_JJ', 'oakiness_NN'];Category;Abstract;1.222392421;15.65847849;77.17874214;0.912099644;0.551957295;;;;;;;;;;;;
OAKY;oaky;1175;68;7.069023427;['oaky_JJ', 'oaky_NN'];Category;Abstract;4.1109822;9.267388369;9892.823595;0.974021352;0.979003559;;;;;;;;;;;;
OPULENT;opulence;68;511;4.219507705;['opulence_NN'];Positive;Evaluative;-2.90971664;13.37837057;249.718147;0.708896797;0.724199288;;;;;;;;;;;;
OPULENT;opulent;448;867;6.104793232;['opulent_JJ'];Positive;Evaluative;-0.952533261;10.65847849;2215.808208;0.817437722;0.92455516;2.04;;;;1.2;0.866666667;1.066666667;1;0.666666667;2.866666667;Visual;
ORANGE;orange;1743;41562;7.463363046;['orange_JJ', 'orange_NN'];Source;Source;-4.575620605;8.698476556;4200.48539;0.585053381;0.956939502;4.66;677.5;4.04;5.58;0.176470588;4.058823529;2.411764706;0.470588235;3.176470588;3.647058824;Gustatory;6.81
ORANGE;orangey;26;91;3.258096538;['orangey_JJ', 'orangey_NN'];Source;Source;-1.807354922;14.76539369;103.9560244;0.77544484;0.596085409;3.21;;;;0.0625;3.25;0.375;0.0625;2.9375;3.1875;Gustatory;
OVERRIPE;overripe;335;323;5.814130532;['overripe_NN'];Abstract;Abstract;0.052626931;11.07781612;1871.70715;0.864768683;0.915658363;3.7;;;;0.428571429;3.571428571;3.357142857;0.714285714;2.857142857;3.428571429;Gustatory;
OVERRIPE;overripeness;27;4;3.295836866;['overripeness_NN', 'overripeness_JJ'];Abstract;Abstract;2.754887502;14.71094591;187.3451622;0.949822064;0.685409253;;;;;;;;;;;;
OVERRIPE;overripe__#__fruit;19;47;2.944438979;['overripe__#__fruit_COLL'];Category;Abstract;-1.306661338;15.2179059;85.86298165;0.797864769;0.571886121;;;;;;;;;;;;
PAPAYA;papaya;358;818;5.880532986;['papaya_NN'];Source;Source;-1.192141256;10.98201763;1693.82473;0.806049822;0.909252669;4.87;;4.4;5.58;0.1;4.5;2.75;0.35;3;3.85;Gustatory;6.43
PAPAYA;papayas;23;194;3.135494216;['papayas_NN'];Source;Source;-3.076350886;14.94227145;72.48990087;0.697508897;0.54341637;;;;;;;;;;;;
PASSIONFRUIT;passion__#__fruit;474;224;6.161207322;['passion__#__fruit_COLL'];Source;Source;1.081388327;10.57709016;1523.985316;0.909252669;0.904982206;;;;;;;;;;;;
PASSIONFRUIT;passionfruit;66;32;4.189654742;['passionfruit_NN'];Source;Source;1.044394119;13.42143929;403.7237007;0.906761566;0.786120996;;;;;;;;;;;;
PEACH;peach;5766;7868;8.659733878;['peach_NN', 'peach_JJ'];Source;Source;-0.448426121;6.972478289;30396.10057;0.843772242;0.995017794;4.9;679.4;4.7;5.74;0.3;4.4;2.95;0.6;3.4;3.75;Gustatory;6.83
PEACH;peachy;154;533;5.036952602;['peachy_JJ', 'peachy_NN'];Source;Source;-1.791205182;12.19904687;660.0896647;0.776868327;0.838790036;2.43;;4.7;5.93;0.684210526;1.736842105;1;1.789473684;1.473684211;1.789473684;Visual;6.47
PEAR;pear;4278;3934;8.36124089;['pear_JJ', 'pear_NN'];Source;Source;0.120939525;7.403112643;24236.76513;0.867615658;0.992882562;4.93;671.4;3.76;5.71;0.0625;4.25;2.1875;0.5625;1.8125;3.25;Gustatory;6.7
PEPPERY;peppercorn;115;625;4.744932128;['peppercorn_NN', 'peppercorn_JJ'];Source;Source;-2.442222329;12.62034336;439.7332243;0.738434164;0.795373665;4.89;;;;0.55;4.05;1.5;0.75;3.35;2.8;Gustatory;
PEPPERY;black__#__pepper;823;3470;6.712956201;['black__#__pepper_COLL'];Source;Source;-2.075971327;9.78108479;2273.228752;0.758007117;0.92633452;;;;;;;;;;;;
PEPPERY;pepper;2004;33341;7.602900462;['pepper_NN', 'pepper_JJ'];Source;Source;-4.056342962;8.497166617;5561.878321;0.627046263;0.967615658;4.59;621.65;4.3;5.75;0.470588235;4.411764706;2;1.117647059;3.411764706;3.823529412;Gustatory;5.63
PEPPERY;peppered;16;63;2.772588722;['peppered_JJ', 'peppered_NN'];Source;Source;-1.977279923;15.46583341;75.84692364;0.76227758;0.549466192;;;;;;;;;;;;
PEPPERY;peppery;1391;208;7.237778192;['peppery_NN'];Source;Source;2.741466986;9.023926706;10395.97619;0.949466192;0.980782918;3.66;;;;0.5;4.444444444;0.888888889;1.111111111;2.222222222;1.888888889;Gustatory;
PEPPERY;white__#__pepper;748;407;6.617402978;['white__#__pepper_COLL'];Source;Source;0.878009476;9.91893895;2469.404526;0.900355872;0.928825623;;;;;;;;;;;;
PERFUMED;perfumed;455;275;6.120297419;['perfumed_JJ', 'perfumed_NN'];Source;Abstract;0.726434927;10.63611067;2757.769008;0.89252669;0.934519573;3.79;;4.75;6.25;0;0.117647059;0.411764706;0.352941176;4.705882353;0.647058824;Olfactory;6.4
PERFUMED;perfumy;12;23;2.48490665;['perfumy_NN'];Source;Source;-0.938599455;15.88087091;69.07146986;0.81886121;0.534519573;;;;;;;;;;;;
PERFUMED;perfume;221;6049;5.398162702;['perfume_NN'];Source;Abstract;-4.774578386;11.67793085;507.2755916;0.567259786;0.811032028;4.66;544.8;4.28;5.71;0.277777778;0.5;0.611111111;0.777777778;5;1.277777778;Olfactory;6.58
PINEAPPLE;pineapple;3432;3274;8.140898461;['pineapple_NN', 'pineapple_JJ'];Source;Source;0.067995231;7.720999573;19338.20936;0.865480427;0.990747331;4.94;688.2;4.41;5.65;0.15;4.5;3.3;0.45;3.4;4.1;Gustatory;6.9
PITHY;pith;227;366;5.424950017;['pith_NN'];Source;Source;-0.689151351;11.63928492;1148.98065;0.830604982;0.887188612;;;;;;;;;;;;
PITHY;pithy;439;659;6.084499413;['pithy_NN', 'pithy_JJ'];Source;Source;-0.586057525;10.68775628;2262.80342;0.835231317;0.925622776;;;3.32;5.4;;;;;;;;4.67
PLEASANT;pleasant;880;13008;6.779921907;['pleasant_JJ'];Evaluative;Evaluative;-3.885751829;9.684473697;2549.743865;0.641281139;0.930604982;1.55;401;2.91;6.7;3.411764706;2.529411765;2.352941176;3.235294118;2.294117647;3.588235294;Visual;7.24
PLEASANT;pleasing;370;3567;5.913503006;['pleasing_JJ'];Evaluative;Evaluative;-3.26911404;10.93445195;1221.129544;0.684697509;0.889323843;2.56;;5.2;6.15;1.736842105;0.842105263;1.526315789;2.736842105;0.736842105;2.526315789;Interoceptive;7.65
PLENTY;plentiful;20;2818;2.995732274;['plentiful_JJ'];Evaluative;Evaluative;-7.138527801;15.14390532;13.99669844;0.358362989;0.346975089;2.11;;;;1.25;0.85;1.8;1;0.85;3.7;Visual;
PLENTY;plenty;1062;48610;6.967909202;['plenty_NN', 'plenty_JJ'];Evaluative;Evaluative;-5.516397463;9.413265359;1866.223954;0.500711744;0.915302491;2.39;325;;;0.923076923;0.435897436;1.41025641;0.974358974;0.358974359;3.564102564;Visual;
PLUM;plum;8413;4702;9.037533408;['plum_NN'];Source;Source;0.839345805;6.427428781;51887.34578;0.897864769;0.996797153;4.85;632.4;2.76;5.26;0;3.777777778;2.444444444;0.166666667;2;3.444444444;Gustatory;6.15
PLUM;plummy;193;143;5.262690189;['plummy_JJ', 'plummy_NN'];Source;Source;0.4325857;11.87337637;1147.401361;0.88113879;0.88683274;;;;;;;;;;;;
PLUMP;plump;598;2317;6.393590754;['plump_JJ', 'plump_NN'];Abstract;Abstract;-1.954040655;10.24183174;2520.976423;0.764412811;0.929893238;4;537.1;4.43;5.22;0.714285714;0.828571429;3.028571429;1.171428571;0.4;3.085714286;Visual;4.95
PLUMP;plumpness;18;73;2.890371758;['plumpness_NN'];Abstract;Abstract;-2.019899557;15.29590841;66.94682082;0.760498221;0.528825623;3;;;;0.421052632;0.368421053;2.684210526;0.894736842;0.052631579;4;Visual;
PLUSH;plush;599;2002;6.395261598;['plush_NN', 'plush_JJ'];Evaluative;Evaluative;-1.740814066;10.23942122;2613.441303;0.779003559;0.931672598;2.96;;3.05;5.62;0.111111111;0;3.444444444;0.222222222;0;3.166666667;Haptic;6.32
POLISHED;polish;29;11259;3.36729583;['polish_NN', 'polish_JJ'];Abstract;Abstract;-8.60081008;14.60785241;-11.69826148;0.25480427;0.252669039;4.23;426.1;3.36;6.38;0.285714286;0.047619048;1.571428571;0.047619048;0.380952381;3.238095238;Visual;6
POLISHED;polished;759;5712;6.632001777;['polished_JJ'];Abstract;Abstract;-2.911824189;9.897877335;2699.417532;0.708540925;0.934163701;3.59;;;;1.111111111;0.277777778;2.5;0.722222222;0.388888889;4.111111111;Visual;
POMEGRANATE;pomegranate;438;1423;6.08221891;['pomegranate_JJ', 'pomegranate_NN'];Source;Source;-1.699932887;10.69104635;1920.998689;0.781494662;0.916370107;4.86;;;;0.272727273;4.454545455;2.681818182;0.409090909;2.681818182;3.636363636;Gustatory;
PORTY;port;176;30547;5.170483995;['port_NN', 'port_JJ'];Source;Source;-7.439311462;12.00640179;76.13526704;0.334875445;0.55088968;4.41;571.7;3.38;5.92;1.117647059;0.470588235;0.529411765;0.235294118;1.235294118;3.588235294;Visual;5.55
PORTY;porty;219;12;5.38907173;['porty_NN', 'porty_JJ'];Source;Source;4.189824559;11.69104635;1841.989107;0.975800712;0.913879004;;;;;;;;;;;;
PRETTY;pretty;1251;31972;7.13169851;['pretty_JJ', 'pretty_NN'];Evaluative;Evaluative;-4.6756553;9.176967336;2926.840023;0.574733096;0.939145907;2.4;419.3;5.5;6.7;0.8;0.1;0.15;1.1;0.6;5;Visual;7.7
PRUNE;prune;1010;1097;6.91770561;['prune_NN', 'prune_JJ'];Source;Source;-0.119208233;9.485693832;5545.648215;0.855516014;0.967259786;4.7;532;3.14;5.55;0.666666667;2.266666667;2.533333333;0.933333333;1.466666667;3.266666667;Visual;4.61
PRUNE;pruney;31;21;3.433987204;['pruney_NN'];Source;Source;0.561878888;14.5116371;173.2381338;0.887188612;0.676512456;;;;;;;;;;;;
PRUNE;pruny;71;9;4.262679877;['pruny_NN'];Source;Source;2.979822118;13.31608629;527.8306306;0.952669039;0.817081851;;;;;;;;;;;;
PURE;pure;1163;32060;7.058758153;['pure_JJ'];Abstract;Abstract;-4.784851424;9.282198029;2632.750602;0.566548043;0.93202847;1.87;353.25;4.05;6.44;1.470588235;1.941176471;0.941176471;1.352941176;1.176470588;2.529411765;Visual;6.8
PURE;purity;160;4746;5.075173815;['purity_NN'];Abstract/Technical;Abstract;-4.89056829;12.14390532;355.4896187;0.556939502;0.771530249;1.73;;3;5.78;1.444444444;0.666666667;0.555555556;2.666666667;0.5;2.944444444;Visual;6.57
RACY;racy;467;898;6.146329258;['racy_JJ', 'racy_NN'];Abstract;Abstract;-0.943292895;10.59855467;2292.646776;0.818505338;0.926690391;1.93;;5.39;6.04;2.2;0.55;1.25;2.15;0.25;4;Visual;4.63
RAISIN;raisin;803;3124;6.688354714;['raisin_NN'];Source;Source;-1.959922561;9.816577233;3384.825099;0.76405694;0.947330961;4.97;663.6;3.65;5.73;0.19047619;4.666666667;2.666666667;0.666666667;2.761904762;3.523809524;Gustatory;6.05
RAISIN;raisiny;429;9;6.061456919;['raisiny_NN', 'raisiny_JJ'];Source;Source;5.574908836;10.72099957;4072.301916;0.991459075;0.955160142;;;;;;;;;;;;
RASPBERRY;raspberry;6288;3414;8.746398334;['raspberry_NN', 'raspberry_JJ'];Source;Source;0.881138159;6.847447908;38966.69099;0.900711744;0.996085409;4.93;675.8;3.71;6.33;0.210526316;4.684210526;3.105263158;0.736842105;2.894736842;4.157894737;Gustatory;7.3
RED__#__CURRANT;red__#__currant;812;62;6.69950034;['red__#__currant_COLL'];Source;Source;3.711139607;9.800497493;4631.395366;0.966548043;0.960142349;;;;;;;;;;;;
REFRESHING;refreshing;973;4957;6.880384082;['refreshing_JJ'];Effect;Evaluative;-2.348955549;9.539537415;3857.189767;0.744128114;0.953380783;2.41;;4;6.3;0.75;2.4;1.35;3.65;1.75;1.55;Interoceptive;7.05
RESINY;resin;198;2242;5.288267031;['resin_NN'];Source;Source;-3.501213943;11.83647679;618.8518526;0.670106762;0.831316726;4.08;;3.68;4.8;0.5;0.5;2.25;0.3125;1.25;2.9375;Visual;4.84
RESINY;resinous;27;104;3.295836866;['resinous_JJ', 'resinous_NN'];Source;Source;-1.945552216;14.71094591;105.8927488;0.764768683;0.6;;;;;;;;;;;;
RESINY;resiny;304;16;5.717027701;['resiny_NN', 'resiny_JJ'];Source;Source;4.247927513;11.2179059;2609.783107;0.976868327;0.931316726;;;;;;;;;;;;
RHUBARB;rhubarb;417;1022;6.033086222;['rhubarb_NN', 'rhubarb_JJ'];Source;Source;-1.293275907;10.76192984;1964.202209;0.801067616;0.919217082;4.86;;4.3;5.73;0;4.375;2;0.125;2.25;3.5625;Gustatory;6.45
RICH;rich;6234;101966;8.73777346;['rich_JJ', 'rich_NN'];Abstract;Abstract;-4.031786208;6.85989097;17385.05356;0.628825623;0.990035587;2.79;534.3;6.81;6.83;1.736842105;1.789473684;1.578947368;2.105263158;0.894736842;3.526315789;Visual;6.83
RICH;richness;1121;3186;7.021976423;['richness_NN', 'richness_JJ'];Abstract;Abstract;-1.506959989;9.335262847;5098.104344;0.789323843;0.964768683;2.04;;;;0.705882353;2.529411765;0.941176471;0.764705882;1.294117647;2.411764706;Gustatory;
RIPE;ripeness;357;275;5.877735782;['ripeness_NN'];Abstract;Abstract;0.376492456;10.98605315;2098.437092;0.877935943;0.922419929;3.33;;;;0.352941176;3.764705882;3;0.588235294;2.470588235;3.941176471;Visual;
RIPE;riper;248;148;5.513428746;['riper_JJ', 'riper_NN'];Abstract;Abstract;0.744742945;11.5116371;1525.120114;0.893950178;0.905338078;2.69;;;;0.307692308;2.461538462;2.461538462;0.076923077;1.923076923;3.615384615;Visual;
RIPE;superripe;199;3;5.293304825;['superripe_NN', 'superripe_JJ'];Abstract;Abstract;6.05166212;11.82920879;1926.454435;0.994661922;0.916725979;;;;;;;;;;;;
RIPE;ripe__#__fruit;1106;248;7.008505182;['ripe__#__fruit_COLL'];Category;Abstract;2.15693936;9.35469774;6529.514145;0.940925267;0.971886121;;;;;;;;;;;;
RIPE;ripe;8363;6667;9.031572493;['ripe_JJ', 'ripe_NN'];Composition;Abstract;0.326982836;6.436028562;48585.02867;0.875800712;0.996441281;3.3;494.1;4.78;5.72;0.636363636;3.227272727;2.909090909;0.454545455;2.590909091;3.318181818;Visual;5.57
RIPE;ripened;20;5;2.995732274;['ripened_JJ'];Composition;Abstract;2;15.14390532;153.3522836;0.93594306;0.660498221;;;;;;;;;;;;
ROASTED;roast;32;6311;3.465735903;['roast_NN', 'roast_JJ'];Abstract;Abstract;-7.623652908;14.46583341;10.19831583;0.320996441;0.328113879;4.4;351;4.05;5.65;1.055555556;3.277777778;1.555555556;0.666666667;3.5;3.333333333;Olfactory;5.74
ROASTED;roasted;1041;3704;6.947937069;['roasted_JJ'];Composition;Abstract;-1.83111403;9.442079057;4500.578853;0.774377224;0.959074733;3.67;;4;5.29;1.722222222;3.166666667;0.722222222;0.333333333;2.277777778;2.888888889;Gustatory;5.6
ROASTED;roasty;21;30;3.044522438;['roasty_JJ'];Composition;Abstract;-0.514573173;15.07351599;120.2345479;0.840213523;0.619217082;;;;;;;;;;;;
ROUND;round;1308;79654;7.176254532;['round_NN', 'round_JJ'];Abstract;Abstract;-5.928312366;9.112686585;1932.342987;0.463345196;0.917081851;3.9;368;2.5;4.78;0.333333333;0;1.833333333;0.444444444;0.055555556;3.555555556;Visual;5.89
ROUND;rounded;472;3069;6.156978986;['rounded_JJ'];Abstract;Abstract;-2.700909881;10.58319036;1759.552424;0.723131673;0.911743772;3.5;;;;0.578947368;0.263157895;2.368421053;0.105263158;0.052631579;3.631578947;Visual;
ROUND;rounder;35;1222;3.555348061;['rounder_JJ', 'rounder_NN'];Abstract;Abstract;-5.125745553;14.33655039;67.0351409;0.535231317;0.529537367;;;;;;;;;;;;
ROUND;roundness;83;324;4.418840608;['roundness_NN'];Abstract;Abstract;-1.964810572;13.09079398;342.0112472;0.763345196;0.765836299;4.07;;;;0.444444444;0.166666667;3.222222222;0.444444444;0;4.277777778;Visual;
RUBBERY;rubber;398;14139;5.986452005;['rubber_NN'];Source;Source;-5.150767846;10.82920879;797.5534145;0.533451957;0.859430605;4.86;;4.14;5.38;0.578947368;0.368421053;4.052631579;0.157894737;2.684210526;4;Haptic;4.37
RUBBERY;rubbery;511;764;6.23636959;['rubbery_JJ', 'rubbery_NN'];Source;Source;-0.580249347;10.46865393;2637.671485;0.836298932;0.932740214;3.24;;;;0.705882353;0.588235294;4.529411765;0;1.058823529;3.647058824;Haptic;
RUSTIC;rustic;511;2687;6.23636959;['rustic_JJ', 'rustic_NN'];Abstract;Abstract;-2.394601125;10.46865393;1997.54656;0.741281139;0.920284698;2.7;;4.45;5.08;0.6875;0.5;1.25;0.375;0.8125;3.75;Visual;6
RUSTIC;rusticity;25;39;3.218875825;['rusticity_NN'];Abstract;Abstract;-0.641546029;14.82197722;138.7686104;0.833096085;0.646619217;;;;;;;;;;;;
SANDALWOOD;sandalwood;721;346;6.580639137;['sandalwood_NN'];Source;Source;1.059227222;9.971977961;4568.249723;0.907829181;0.959786477;4.71;;;;0.176470588;0;1.941176471;0;2.117647059;2.941176471;Visual;
SAVORY;savoriness;25;16;3.218875825;['savoriness_NN'];Effect;Evaluative;0.64385619;14.82197722;162.8248793;0.891103203;0.667615658;;;;;;;;;;;;
SAVORY;savory;1682;1993;7.427738841;['savory_JJ', 'savory_NN'];Effect;Evaluative;-0.244764005;8.74987142;9096.538928;0.851245552;0.977580071;2.36;;;;0.318181818;4.136363636;0.818181818;1.363636364;2.181818182;1.636363636;Gustatory;
SHARP;sharp;1017;38001;6.924612396;['sharp_JJ', 'sharp_NN'];Strong;Evaluative;-5.223645799;9.475729446;2000.81529;0.525622776;0.920640569;3.86;469.5666667;6;4.92;1.142857143;1.095238095;4.476190476;1.142857143;0.380952381;3.714285714;Haptic;5.24
SHARP;sharpness;106;935;4.663439094;['sharpness_NN'];Strong;Evaluative;-3.1409021;12.73791296;354.3442811;0.692882562;0.770462633;2.69;;;;1;0.714285714;3.476190476;0.666666667;0.285714286;3.095238095;Haptic;
SILKY;silky;1773;1951;7.480428306;['silky_JJ', 'silky_NN'];Abstract;Abstract;-0.138021242;8.673856589;9742.256036;0.854092527;0.978647687;4.12;;3.73;5.93;0.785714286;0.285714286;4.642857143;0.428571429;0.071428571;2.857142857;Haptic;7
SILKY;silk;76;12832;4.33073334;['silk_NN'];Source;Source;-7.399530913;13.2179059;35.51339958;0.338078292;0.43772242;4.7;650;3.88;5.55;1.3125;0.3125;3.9375;0.8125;0.5;3.875;Haptic;6.55
SILKY;silkiness;27;16;3.295836866;['silkiness_NN'];Source/Abstract;Abstract;0.754887502;14.71094591;152.6878032;0.89430605;0.659786477;2.93;;;;0.764705882;0.470588235;3.470588235;0.411764706;0;2.117647059;Haptic;
SMOKY;smoke;1486;32481;7.303843225;['smoke_NN'];Source;Source;-4.450090029;8.92861501;3709.549795;0.594661922;0.950533808;4.96;475.6;5;4.17;0.142857143;1.476190476;0.142857143;0.952380952;4.380952381;4.285714286;Olfactory;3.44
SMOKY;smokey;16;1333;2.772588722;['smokey_NN'];Source;Source;-6.380461065;15.46583341;20.90997696;0.420284698;0.373309609;;;;;;;;;;;;
SMOKY;smokiness;36;69;3.583518938;['smokiness_NN', 'smokiness_JJ'];Source;Source;-0.938599455;14.29590841;187.4797039;0.81886121;0.686120996;3.69;;;;0.4375;2;0.4375;0.9375;4.4375;4.0625;Olfactory;
SMOKY;smoky;2384;3501;7.776535028;['smoky_JJ', 'smoky_NN'];Source;Source;-0.554382826;8.24666489;12407.18829;0.837366548;0.982562278;4.04;;4.87;5.26;0.1875;0.9375;0.3125;0.6875;3.8125;3.75;Olfactory;3.73
SMOOTH;smooth;3074;25824;8.030734924;['smooth_JJ', 'smooth_NN'];Abstract;Abstract;-3.070523414;7.87993196;10616.64564;0.698220641;0.98113879;3.81;483.9;2.76;6.26;1.277777778;1.555555556;4.666666667;1.111111111;0.5;3.055555556;Haptic;6.42
SMOOTH;smoothness;76;688;4.33073334;['smoothness_JJ', 'smoothness_NN'];Abstract;Abstract;-3.178337241;13.2179059;263.734262;0.692170819;0.732740214;3.87;;;;0.5;1.8125;4.125;0.8125;0.125;2.875;Haptic;
SNAPPY;snap;76;8753;4.33073334;['snap_NN', 'snap_JJ'];Abstract;Abstract;-6.847634342;13.2179059;65.35195266;0.382562278;0.523843416;4.1;368.8;3.42;4.86;3.736842105;0.052631579;1.789473684;1.263157895;0.105263158;2.947368421;Auditory;4.42
SNAPPY;snappy;480;1217;6.173786104;['snappy_JJ'];Abstract;Abstract;-1.342222857;10.55894281;2243.18269;0.796441281;0.924911032;2.65;;5.05;5.68;2.888888889;0.277777778;0.666666667;1.388888889;0.222222222;2.166666667;Auditory;5.55
SOFT;soft;5022;53999;8.52158354;['soft_JJ'];Abstract;Abstract;-3.426598757;7.171787097;16109.81612;0.674733096;0.988256228;3.88;359.2;3.04;6.1;0.684210526;0.368421053;4.526315789;0.842105263;0.315789474;1.947368421;Haptic;7.13
SOFT;softness;196;1365;5.278114659;['softness_NN'];Abstract;Abstract;-2.799975392;11.85112357;721.4068493;0.717437722;0.848754448;3.1;;5.06;5.92;1.6875;0.5;4.6875;0.875;0.5625;3.0625;Haptic;6.75
SOLID;solid;1514;42974;7.322510434;['solid_JJ', 'solid_NN'];Abstract;Abstract;-4.827026958;8.90168392;3384.496873;0.562633452;0.946975089;4.42;447.9666667;2.36;6.15;1.421052632;1.263157895;4.631578947;0.894736842;0.526315789;4.368421053;Haptic;5.65
SOUR;sour;856;8996;6.752270376;['sour_JJ', 'sour_NN'];Abstract;Abstract;-3.393600959;9.724366424;2773.055183;0.677580071;0.935231317;3.14;425.7;4.95;4.34;0.4375;4.125;0.0625;1.5;2;1.1875;Gustatory;3.95
SOUR;sourness;31;116;3.433987204;['sourness_NN'];Abstract;Abstract;-1.903784685;14.5116371;123.6751689;0.768327402;0.625622776;3.27;;;;0.545454545;4.272727273;0.090909091;1.181818182;1.227272727;0.363636364;Gustatory;
SOUR__#__CHERRY;sour__#__cherry;464;1;6.139884552;['sour__#__cherry_COLL'];Source;Source;8.857980995;10.60785241;3206.568993;0.999288256;0.944128114;;;;;;;;;;;;
SPICY;exotic__#__spice;407;42;6.008813185;['exotic__#__spice_COLL'];Source;Source;3.276567561;10.79694843;2185.240769;0.957295374;0.923843416;;;;;;;;;;;;
SPICY;spiciness;66;97;4.189654742;['spiciness_NN'];Abstract;Abstract;-0.555518723;13.42143929;332.7492959;0.837010676;0.761921708;3.5;;;;0.222222222;4.666666667;0.555555556;1.944444444;2.055555556;1.333333333;Gustatory;
SPICY;spicy;3775;4927;8.236155662;['spicy_NN', 'spicy_JJ'];Abstract;Abstract;-0.384232827;7.583572481;20064.5653;0.846619217;0.991103203;3.31;;6.63;5.55;0.294117647;4.470588235;0.882352941;2.705882353;2.294117647;1.352941176;Gustatory;6.32
SPICY;spice;10164;8598;9.226607344;['spice_NN'];Category;Abstract;0.241395265;6.15465275;58470.62767;0.872597865;0.998576512;4.54;;4.06;6;0.142857143;4.714285714;1.095238095;1.142857143;4;2.428571429;Gustatory;6.55
SPICY;spiced;531;755;6.274762021;['spiced_JJ', 'spiced_NN'];Category;Abstract;-0.507764783;10.41326536;2767.891068;0.841281139;0.934875445;3.23;;;;0.15;4.55;0.05;0.5;2.5;1.6;Gustatory;
STALKY;stalky;432;35;6.068425588;['stalky_JJ', 'stalky_NN'];Source;Source;3.625604485;10.71094591;3514.246216;0.96405694;0.94911032;;;;;;;;;;;;
STALKY;stalk;23;3645;3.135494216;['stalk_NN'];Source;;-7.308141143;14.94227145;10.89157767;0.34341637;0.33202847;3.5;;5.36;3.61;1.75;0.0625;0.75;1.625;0.125;4.375;Visual;
STEELY;steely;338;1072;5.823045895;['steely_JJ', 'steely_NN'];Abstract;Abstract;-1.665209754;11.06495397;1488.489589;0.783985765;0.902491103;2.44;;;;0.625;0.0625;1.75;0.5625;0.1875;2.0625;Visual;
STEMMY;stemmy;211;6;5.351858133;['stemmy_JJ', 'stemmy_NN'];Abstract;Abstract;5.136136688;11.74473422;1911.171794;0.987188612;0.916014235;;;;;;;;;;;;
STEMMY;stem;186;17432;5.225746674;['stem_NN'];Source;Source;-6.55029167;11.9266746;192.0863918;0.40569395;0.689679715;4.63;490.4;3.47;6.19;0.166666667;0.333333333;2.277777778;0.055555556;0.333333333;3.611111111;Visual;5.1
STEMMY;stemminess;15;1;2.708050201;['stemminess_NN', 'stemminess_JJ'];Source;Source;3.906890596;15.55894281;107.8000844;0.969395018;0.602491103;;;;;;;;;;;;
STONEFRUIT;stone__#__fruit;1307;141;7.175489714;['stone__#__fruit_COLL'];Category;Abstract;3.212492073;9.113789984;5976.78518;0.955871886;0.970462633;;;;;;;;;;;;
STONEFRUIT;stonefruit;33;7;3.496507561;['stonefruit_NN'];Category;Abstract;2.237039197;14.42143929;249.7201489;0.942348754;0.72455516;;;;;;;;;;;;
STRAWBERRY;strawberry;2263;7375;7.724446646;['strawberry_NN'];Source;Source;-1.704406465;8.321812541;9954.865214;0.78113879;0.979715302;5;687.5;4.05;5.54;0;4.631578947;2.631578947;1.210526316;3.052631579;3.789473684;Gustatory;7.25
STRUCTURED;structured;514;4775;6.242223265;['structured_JJ'];Abstract;Abstract;-3.215660469;10.46020886;1717.933054;0.688967972;0.909964413;2.64;;;;1.111111111;0.111111111;1.055555556;0.722222222;0.055555556;3.111111111;Visual;
SUBTLE;subtle;1079;16184;6.983789965;['subtle_JJ'];Weak;Evaluative;-3.906801455;9.390354261;3097.74879;0.638078292;0.943060498;1.72;414.6;3.37;5.09;2.333333333;1.333333333;1.055555556;1.277777778;1.333333333;2.277777778;Auditory;5.62
