Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Category;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Arousal;Dominance;Valence
MILKY;milky;89;5345;4.48863637;['milky_JJ', 'milky_NN'];Source;Source;-5.908240802;13.02240483;89.34566319;0.577515118;0.732545355;3.52;;0.444444444;2;1.055555556;0.333333333;0.833333333;3.388888889;Visual;3.7;5.37;5
MINTY;mint;1192;7160;7.083387848;['mint_NN', 'mint_JJ'];Source;Source;-2.586575352;9.278969741;3921.362878;0.839747114;0.983782298;4.54;575.2666667;0.058823529;4.705882353;1.176470588;0.470588235;3.823529412;2.705882353;Gustatory;4.9;6.62;6.55
MINTY;minty;271;386;5.602118821;['minty_NN', 'minty_JJ'];Source;Source;-0.510307996;11.41598922;1270.58986;0.932380429;0.945299615;4.11;;0.058823529;4.941176471;0.470588235;1.117647059;3.588235294;0.823529412;Gustatory;3.19;5.09;7
MIXED;mix;1386;27511;7.23417718;['mix_NN'];Abstract;Abstract;-4.311009419;9.06142672;2891.088676;0.719076416;0.975261132;3.82;371;1.388888889;0.833333333;1.777777778;0;0.5;3.111111111;Visual;2.86;5.56;5.71
MIXED;mixed;292;23913;5.676753802;['mixed_JJ', 'mixed_NN'];Abstract;Abstract;-6.355682955;11.3083137;197.473099;0.534634415;0.825728422;3.03;;0.526315789;1;0.473684211;0.684210526;0.368421053;3;Visual;;;
MIXED;mixing;24;2597;3.17805383;['mixing_NN'];Abstract;Abstract;-6.757667798;14.91317576;10.21910622;0.493402969;0.490929082;;;;;;;;;;;;
MIXED;mixture;141;24597;4.94875989;['mixture_NN'];Abstract;Abstract;-7.446643394;12.35858691;-12.08620907;0.420560748;0.378779549;3.79;;0.941176471;1.705882353;1.411764706;0;1.882352941;3.823529412;Visual;3.52;6;5.9
MOCHA;mocha;524;841;6.261491684;['mocha_NN', 'mocha_JJ'];Source;Source;-0.682538989;10.46471526;2421.704501;0.926882903;0.969213854;4.74;;0.894736842;4.157894737;0.631578947;0.684210526;2.578947368;3.315789474;Gustatory;3.36;5.61;6.53
MOIST;moist;245;5083;5.501258211;['moist_JJ', 'moist_NN'];Abstract;Abstract;-4.374826576;11.56150032;505.0414487;0.714128642;0.901594283;4;465.7;1.0625;2.375;4;1.25;1.3125;3.375;Haptic;4.2;4.5;5.53
MOIST;moistness;13;98;2.564949357;['moistness_NN'];Abstract;Abstract;-2.914270126;15.79769854;45.85624211;0.821330401;0.63468939;3.5;;0.529411765;2.117647059;3.882352941;1.117647059;0.823529412;2.470588235;Haptic;;;
MOIST;moisture;37;7948;3.610917913;['moisture_NN'];Abstract;Abstract;-7.746922792;14.2886849;-11.41361375;0.393347993;0.38317757;4.07;496.8;0.5;1.277777778;3.944444444;1.555555556;0.944444444;3.555555556;Haptic;4.39;4.14;5.5
MOJITO;mojito;138;332;4.927253685;['mojito_NN', 'mojito_JJ'];Source;Source;-1.266514975;12.3896138;571.0938717;0.90846619;0.910665201;;;;;;;;;;;;
MOLASSE;molasse;208;1164;5.33753808;['molasse_NN'];Source;Source;-2.484435625;11.79769854;704.5544897;0.845519516;0.919461242;;;;;;;;;;;;
MUSTARD;mustard;276;6919;5.620400866;['mustard_NN', 'mustard_JJ'];Source;Source;-4.647823369;11.3896138;515.8221235;0.691313909;0.903793293;4.93;488.25;0;4.684210526;1.631578947;0.157894737;3.210526316;3.736842105;Gustatory;3.39;5.69;4.74
NASTY;nasty;932;15838;6.837332815;['nasty_JJ', 'nasty_NN'];Negative;Evaluative;-4.0869164;9.633952117;2096.144769;0.738317757;0.963991204;2.37;295.7;2.695652174;2.173913043;1.913043478;2.304347826;2.608695652;3.913043478;Visual;5.44;3.98;2.95
NATURAL;natural;4073;121089;8.312135108;['natural_JJ', 'natural_NN'];Abstract;Abstract;-4.893832189;7.506262163;6866.191399;0.671522815;0.99257834;1.85;417.9;1.9;1.85;1.75;1.7;2;3.65;Visual;3.67;5.16;6.42
NATURAL;naturals;25;114;3.218875825;['naturals_NN', 'naturals_JJ'];Abstract;Abstract;-2.189033824;14.85428207;96.11401423;0.86008796;0.745189665;;;;;;;;;;;;
NICE;nice;6839;176645;8.830396801;['nice_JJ', 'nice_NN'];Positive;Evaluative;-4.690923714;6.758568588;12481.62981;0.686641012;0.996151732;2.18;304.25;2.411764706;0.764705882;0.705882353;2.176470588;0.764705882;2.529411765;Visual;3.53;6.47;6.95
NOODLE;noodle;541;5332;6.293419279;['noodle_NN'];Source;Source;-3.300976281;10.41865348;1514.44792;0.793018142;0.95162177;4.71;;0.222222222;4.277777778;2;0.611111111;1.666666667;3.277777778;Gustatory;3.09;5.48;6.48
NOTICEABLE;noticable;22;91;3.091042453;['noticable_JJ'];Strong;Evaluative;-2.048363022;15.03870664;73.1456775;0.866959868;0.701484332;;;;;;;;;;;;
NOTICEABLE;noticeable;312;4313;5.743003188;['noticeable_JJ'];Strong;Evaluative;-3.789073782;11.21273604;769.5245475;0.762781748;0.924958769;2.29;;2.125;1.125;1.375;1;1.1875;3.5;Visual;4.25;5.75;5.86
NUTTY;nut;916;18319;6.820016365;['nut_NN'];Category;Abstract;-4.321849343;9.658934474;1910.746536;0.718251787;0.960417812;4.52;598.925;0.736842105;3.789473684;2.894736842;0.842105263;2.105263158;3.736842105;Gustatory;4.24;4.56;5.44
NUTTY;nuts;63;9942;4.143134726;['nuts_JJ', 'nuts_NN'];Category;Abstract;-7.302040464;13.52085834;0.958442251;0.434304563;0.440626718;;605.92;;;;;;;;;;
NUTTY;nuttiness;19;119;2.944438979;['nuttiness_NN', 'nuttiness_JJ'];Category;Abstract;-2.64689025;15.25021075;55.12107904;0.835898846;0.661077515;2.85;;1.368421053;3.263157895;1.210526316;1.236842105;2.184210526;2.394736842;Gustatory;;;
NUTTY;nutty;1679;2050;7.425953657;['nutty_JJ', 'nutty_NN'];Category;Abstract;-0.288021679;8.784751747;8179.499604;0.93897746;0.993952721;3.45;;1.631578947;3.789473684;1.473684211;1.052631579;2.526315789;3.052631579;Gustatory;4.72;5.29;5.35
OAT;oat;178;1885;5.18178355;['oat_NN', 'oat_JJ'];Source;Source;-3.404615377;12.02240483;478.2274427;0.786421111;0.897746014;5;;0.55;3.3;2;0.45;1.45;3.7;Visual;2.82;5.32;5.67
OAT;oats;171;1123;5.141663557;['oats_NN'];Source;Source;-2.715289698;12.08028575;539.9559346;0.832325454;0.907916438;4.78;637.5;0.105263158;4.315789474;2.157894737;0.421052632;2.473684211;3.736842105;Gustatory;;;
OAT;oaty;22;10;3.091042453;['oaty_NN'];Source;Source;1.137503524;15.03870664;117.3111658;0.965640462;0.769103903;;;;;;;;;;;;
OATMEAL;oatmeal;619;2713;6.428105273;['oatmeal_JJ', 'oatmeal_NN'];Source;Source;-2.131877733;10.22434266;2220.827263;0.863661352;0.965915338;4.93;;0.388888889;4.166666667;1.5;0.5;2.666666667;3.888888889;Gustatory;3.1;5.65;5.47
ODD;odd;920;52278;6.82437367;['odd_JJ', 'odd_NN'];Unfamiliar;Evaluative;-5.828426278;9.652648211;956.2464793;0.587135789;0.932380429;1.7;313.9;2.421052632;1.368421053;1.684210526;1.842105263;1.315789474;3.842105263;Visual;4.26;5.42;4.56
OK;ok;1032;38572;6.939253946;['ok_JJ', 'ok_NN'];Neutral;Evaluative;-5.224039077;9.486911006;1505.579452;0.640736668;0.950797141;2.11;;1.65;0.2;0.25;1.7;0.05;0.85;Interoceptive;;;
OLIVE;olive;495;21683;6.204557763;['olive_JJ', 'olive_NN'];Source;Source;-5.452992042;10.54685355;639.6058102;0.622869709;0.916437603;4.9;669.7;0.083333333;4.458333333;2.166666667;0.291666667;2.041666667;4.166666667;Gustatory;3.92;5.18;6.05
ORANGE;orange;1496;41562;7.310550159;['orange_NN', 'orange_JJ'];Source;Source;-4.796082999;8.951243802;2625.55886;0.679769104;0.971137988;4.66;677.5;0.176470588;4.058823529;2.411764706;0.470588235;3.176470588;3.647058824;Gustatory;4.04;5.58;6.81
ORANGE;orangey;27;91;3.295836866;['orangey_NN', 'orangey_JJ'];Source;Source;-1.752907138;14.74325076;96.55195719;0.884826828;0.747113799;3.21;;0.0625;3.25;0.375;0.0625;2.9375;3.1875;Gustatory;;;
ORANGE;orangy;12;24;2.48490665;['orangy_JJ'];Source;Source;-1;15.91317576;61.37535247;0.916987356;0.677295217;;;;;;;;;;;;
ORGANIC;organic;833;25651;6.725033642;['organic_JJ', 'organic_NN'];Composition;Abstract;-4.944554764;9.795965576;1377.580273;0.66739967;0.948323255;2.68;;0.176470588;1.882352941;0.588235294;0.058823529;0.941176471;2.411764706;Visual;4.29;6.17;5.55
ORGANIC;organics;31;256;3.433987204;['organics_NN'];Composition;Abstract;-3.04580369;14.54394195;86.01140996;0.811984607;0.725948323;;;;;;;;;;;;
ORIGINAL;original;1271;92398;7.147559271;['original_JJ', 'original_NN'];Abstract;Abstract;-6.183825689;9.186389947;1003.524676;0.551126993;0.934029687;2.07;491;1.3125;0.75;0.8125;0.8125;0.5625;2.8125;Visual;4.4;7.16;7.5
ORIGINAL;orignal;11;25;2.397895273;['orignal_JJ'];Abstract;Abstract;-1.184424571;16.03870664;38.30508339;0.911764706;0.612149533;;;;;;;;;;;;
OVERPOWERING;overpower;55;99;4.007333185;['overpower_NN'];Strong;Evaluative;-0.847996907;13.71677855;237.933656;0.922759758;0.846069269;2.59;;1.764705882;1.058823529;1.764705882;1.823529412;1.176470588;3.352941176;Visual;4.96;5.58;4.14
OVERPOWERING;overpowering;158;253;5.062595033;['overpowering_NN', 'overpowering_JJ'];Strong;Evaluative;-0.679212827;12.19435751;718.5838097;0.927157779;0.920010995;2.41;;1.5;1.214285714;2.714285714;2.714285714;1.142857143;2.571428571;Haptic;;;
OVERWHELMING;overwhelmed;55;6640;4.007333185;['overwhelmed_JJ'];Strong;Evaluative;-6.915607813;13.71677855;15.02904417;0.477735019;0.517042331;1.92;;1.5;0.25;0.25;4.1;0.3;2.05;Interoceptive;4.9;2.7;2.8
OVERWHELMING;overwhelming;587;16320;6.37502482;['overwhelming_JJ', 'overwhelming_NN'];Strong;Evaluative;-4.797136744;10.30092157;1024.907785;0.679219351;0.935953821;1.78;;1.789473684;0.947368421;0.631578947;3.052631579;1.210526316;2.052631579;Interoceptive;4.86;2.61;3.89
PASTA;pasta;720;10358;6.579251212;['pasta_NN', 'pasta_JJ'];Source;Source;-3.846604747;10.00628517;1740.624815;0.756459593;0.957394173;4.86;663.6;0.25;5;2.3125;0.5625;3.375;3.6875;Gustatory;3.97;5.98;7.08
PEACH;peach;1172;7868;7.06646697;['peach_NN', 'peach_JJ'];Source;Source;-2.747024388;9.303381407;3725.112236;0.830676196;0.981858164;4.9;679.4;0.3;4.4;2.95;0.6;3.4;3.75;Gustatory;4.7;5.74;6.83
PEACH;peachy;66;533;4.189654742;['peachy_JJ', 'peachy_NN'];Source;Source;-3.013597603;13.45374414;191.2469918;0.815557999;0.822429907;2.43;;0.684210526;1.736842105;1;1.789473684;1.473684211;1.789473684;Visual;4.7;5.93;6.47
PEANUT;peanut;852;11986;6.747586527;['peanut_NN', 'peanut_JJ'];Source;Source;-3.814353038;9.763428641;2077.946715;0.759758109;0.963441451;4.89;672.7;0.473684211;4.052631579;2.789473684;0.210526316;2.315789474;3.789473684;Gustatory;3.48;5.74;6.38
PEANUT;peanuts;11;471;2.397895273;['peanuts_NN'];Source;Source;-5.420151631;16.03870664;11.88124296;0.625343595;0.499725124;4.9;;0.6;4.25;2.5;0.45;1.85;3.65;Gustatory;3.86;5.45;5.63
PEANUT;peanutty;63;18;4.143134726;['peanutty_JJ', 'peanutty_NN'];Source;Source;1.807354922;13.52085834;386.1216977;0.976085761;0.884277075;;;;;;;;;;;;
PEANUT;peanuty;23;4;3.135494216;['peanuty_NN'];Source;Source;2.523561956;14.97457631;143.3523164;0.980483782;0.793293018;;;;;;;;;;;;
PEANUT__#__BUTTER;peanut__#__butter;1775;4710;7.481555702;['peanut__#__butter_COLL'];Source;Source;-1.407908035;8.704534952;4906.313432;0.902418911;0.987905443;;;;;;;;;;;;
PEANUT__#__BUTTER;peanutbutter;22;37;3.091042453;['peanutbutter_NN'];Source;Source;-0.750021747;15.03870664;91.14450938;0.924409016;0.737768004;;;;;;;;;;;;
PEAR;pear;253;3934;5.533389489;['pear_JJ', 'pear_NN'];Source;Source;-3.958787668;11.51514469;594.9349966;0.747938428;0.912589335;4.93;671.4;0.0625;4.25;2.1875;0.5625;1.8125;3.25;Gustatory;3.76;5.71;6.7
PECAN;pecan;227;3873;5.424950017;['pecan_JJ', 'pecan_NN'];Source;Source;-4.092687299;11.67158977;504.0599099;0.738042881;0.901319406;4.87;551.5;0.25;4.4375;2.1875;0.25;1.8125;3.5625;Gustatory;3.52;5.05;6.63
PEPPERMINT;peppermint;618;1364;6.426488457;['peppermint_NN'];Source;Source;-1.142164901;10.22667523;2639.814129;0.914238593;0.971412864;4.43;;0.125;4.375;0.875;0.25;3.625;1.75;Gustatory;4.52;6.05;6.84
PEPPERY;pepper;815;33341;6.703188113;['pepper_NN', 'pepper_JJ'];Source;Source;-5.354353506;9.827482013;1110.35141;0.629191864;0.93897746;4.59;621.65;0.470588235;4.411764706;2;1.117647059;3.411764706;3.823529412;Gustatory;4.3;5.75;5.63
PEPPERY;peppercorn;27;625;3.295836866;['peppercorn_NN', 'peppercorn_JJ'];Source;Source;-4.532824877;14.74325076;48.37965361;0.701209456;0.641286421;4.89;;0.55;4.05;1.5;0.75;3.35;2.8;Gustatory;;;
PEPPERY;peppered;39;63;3.663561646;['peppered_JJ', 'peppered_NN'];Source;Source;-0.691877705;14.21273604;170.1085304;0.926608026;0.809785596;;;;;;;;;;;;
PEPPERY;peppery;210;208;5.347107531;['peppery_NN'];Source;Source;0.0138058;11.78389274;1058.027439;0.945849368;0.938152831;3.66;;0.5;4.444444444;0.888888889;1.111111111;2.222222222;1.888888889;Gustatory;;;
PERFECT;perfect;1898;99387;7.548555979;['perfect_JJ', 'perfect_NN'];Positive;Evaluative;-5.71050526;8.607873985;2121.397064;0.598130841;0.964815833;1.69;;1.058823529;1.058823529;1;1.117647059;1;2.176470588;Visual;4.71;6.53;7.19
PERFECT;perfection;46;7337;3.828641396;['perfection_NN'];Positive;Evaluative;-7.317412614;13.97457631;0.222508268;0.432655305;0.436503573;1.9;;1.058823529;0.529411765;0.647058824;2.705882353;0.470588235;3;Visual;5.55;6.42;6.59
PINEAPPLE;pineapple;353;3274;5.866468057;['pineapple_NN', 'pineapple_JJ'];Source;Source;-3.213314233;11.03461389;1011.679436;0.798790544;0.934854316;4.94;688.2;0.15;4.5;3.3;0.45;3.4;4.1;Gustatory;4.41;5.65;6.9
PLAIN;plain;762;25652;6.635946556;['plain_JJ', 'plain_NN'];Neutral;Evaluative;-5.073136504;9.924491074;1186.109704;0.656129742;0.9420011;2.26;411.4;1.19047619;1.380952381;1.571428571;0.619047619;1.238095238;3.142857143;Visual;2.68;5.56;5.08
PLEASANT;pleasant;1568;13008;7.357556201;['pleasant_JJ'];Positive;Evaluative;-3.052401698;8.883428418;4649.299557;0.811159978;0.986531061;1.55;401;3.411764706;2.529411765;2.352941176;3.235294118;2.294117647;3.588235294;Visual;2.91;6.7;7.24
PLEASANT;pleasent;18;24;2.890371758;['pleasent_JJ', 'pleasent_NN'];Positive;Evaluative;-0.415037499;15.32821326;76.63070169;0.935953821;0.709455745;;;;;;;;;;;;
PLEASANT;pleasing;296;3623;5.690359454;['pleasing_JJ', 'pleasing_NN'];Effect;Evaluative;-3.613515725;11.2886849;766.5760021;0.773227048;0.92413414;2.56;;1.736842105;0.842105263;1.526315789;2.736842105;0.736842105;2.526315789;Interoceptive;5.2;6.15;7.65
POMEGRANATE;pomegranate;673;1423;6.51174533;['pomegranate_NN', 'pomegranate_JJ'];Source;Source;-1.080257252;10.10367557;2921.61847;0.915338098;0.975810885;4.86;;0.272727273;4.454545455;2.681818182;0.409090909;2.681818182;3.636363636;Gustatory;;;
POMEGRANATE;pomegranite;22;2;3.091042453;['pomegranite_NN', 'pomegranite_JJ'];Source;Source;3.459431619;15.03870664;149.499924;0.989004948;0.798790544;;;;;;;;;;;;
POMEGRANATE;pomegrante;15;1;2.708050201;['pomegrante_NN'];Source;Source;3.906890596;15.59124767;101.2069647;0.993677845;0.750412314;;;;;;;;;;;;
POPCORN;popcorn;1276;5228;7.151485464;['popcorn_NN'];Source;Source;-2.034630812;9.180725648;4686.173362;0.868609126;0.987080814;5;;2.6875;4.1875;2.1875;0.8125;4.0625;3.8125;Gustatory;5.23;5.39;7.26
CHIPS;potato__#__chip;336;1628;5.81711116;['potato__#__chip_COLL'];Source;Source;-2.276567561;11.10582084;756.0105819;0.854865311;0.923584387;;;;;;;;;;;;
POWDERY;powder;715;18074;6.572282543;['powder_NN'];Composition;Abstract;-4.659828776;10.01633883;1317.020624;0.689389775;0.946124244;4.76;;0.176470588;1.705882353;3.764705882;0.235294118;1.882352941;4.235294118;Visual;2.77;6.05;5.26
POWDERY;powdered;185;2427;5.220355825;['powdered_JJ', 'powdered_NN'];Composition;Abstract;-3.713576933;11.9667568;468.0695174;0.766904893;0.896371633;3.88;;0.368421053;1.578947368;2.631578947;0.368421053;0.736842105;3.789473684;Visual;3.18;5.23;5.32
POWDERY;powdery;72;734;4.276666119;['powdery_NN'];Composition;Abstract;-3.349711251;13.32821326;203.8890934;0.789169874;0.82957669;3.55;;0.222222222;1.222222222;3.555555556;0.444444444;0.555555556;3.5;Haptic;;;
PRETZEL;pretzel;394;1940;5.976350909;['pretzel_NN', 'pretzel_JJ'];Source;Source;-2.299789118;10.87608644;1365.339366;0.853765805;0.947773502;4.74;662.9;0.25;4.5625;2.8125;0.125;2.5;4.125;Gustatory;5.7;5.69;6.81
PRONOUNCED;pronounced;255;2189;5.541263545;['pronounced_JJ'];Strong;Evaluative;-3.101702802;11.50378482;740.5725871;0.808411215;0.921660253;2.3;;3.694444444;0.555555556;0.722222222;0.777777778;0.583333333;1.416666667;Auditory;;;
PUMPKIN;pumpkin;731;8368;6.59441346;['pumpkin_NN'];Source;Source;-3.51693954;9.984410666;1924.081923;0.779549203;0.960967565;4.9;548.95;0.444444444;3.5;3.722222222;0.666666667;2.611111111;4.333333333;Visual;3.43;5.35;7
PURE;pure;735;33046;6.599870499;['pure_JJ', 'pure_NN'];Abstract;Abstract;-5.490587593;9.976537822;931.8743482;0.618746564;0.931280924;1.87;353.25;1.470588235;1.941176471;0.941176471;1.352941176;1.176470588;2.529411765;Visual;4.05;6.44;6.8
PURE;purity;29;4746;3.36729583;['purity_NN'];Abstract/Technical;;-7.35451539;14.64015727;-0.64048104;0.428532161;0.4315558;1.73;;1.444444444;0.666666667;0.555555556;2.666666667;0.5;2.944444444;Visual;3;5.78;
RAISIN;raisin;223;3133;5.407171771;['raisin_NN', 'raisin_JJ'];Source;Source;-3.812429154;11.69723836;538.0303363;0.760032985;0.907641561;4.97;663.6;0.19047619;4.666666667;2.666666667;0.666666667;2.761904762;3.523809524;Gustatory;3.65;5.73;6.05
RANCID;rancid;234;841;5.455321115;['rancid_NN'];Negative;Evaluative;-1.845597271;11.62777354;881.096649;0.880428807;0.929631666;2.97;339.4;0.117647059;2.352941176;0.470588235;0.235294118;3.823529412;3.176470588;Olfactory;5.16;4.07;2.38
RASPBERRY;rasberry;38;32;3.63758616;['rasberry_NN'];Source;Source;0.247927513;14.25021075;188.9622427;0.950797141;0.82215503;;;;;;;;;;;;
RASPBERRY;raspberry;999;3414;6.906754779;['raspberry_NN', 'raspberry_JJ'];Source;Source;-1.772906475;9.533797394;3836.671156;0.883727323;0.983232545;4.93;675.8;0.210526316;4.684210526;3.105263158;0.736842105;2.894736842;4.157894737;Gustatory;3.71;6.33;7.3
REAL;real;3332;326337;8.111328003;['real_JJ', 'real_NN'];Abstract;Abstract;-6.613830358;7.795965576;1642.805372;0.504947774;0.953545904;2.5;306.45;3.818181818;3.727272727;4.181818182;3.272727273;3.818181818;4.181818182;Visual;4.05;5.89;7.09
REFRESHING;refreshing;940;5253;6.845879875;['refreshing_JJ', 'refreshing_NN'];Effect;Evaluative;-2.482408923;9.621621315;3161.753464;0.845794393;0.978009896;2.41;;0.75;2.4;1.35;3.65;1.75;1.55;Interoceptive;4;6.3;7.05
REGULAR;regular;2231;66511;7.710205194;['regular_JJ', 'regular_NN'];Evaluative;Evaluative;-4.897830543;8.374663463;3749.587013;0.671247938;0.982957669;2.4;331.4;1.529411765;0.705882353;0.529411765;0.823529412;0.529411765;1.823529412;Visual;3.65;6.74;6.09
RICE;rice;919;38920;6.823286122;['rice_NN'];Source;Source;-5.404303038;9.65421721;1220.640263;0.626443101;0.942825728;4.86;648.6;0.6;4.3;2.2;0.15;2.1;3.5;Gustatory;3;5.5;5.7
RICH;rich;5132;101966;8.543250726;['rich_JJ', 'rich_NN'];Abstract;Abstract;-4.312423193;7.172832807;10719.57098;0.718526663;0.99477735;2.79;534.3;1.736842105;1.789473684;1.578947368;2.105263158;0.894736842;3.526315789;Visual;6.81;6.83;6.83
RICH;richness;176;3186;5.170483995;['richness_NN', 'richness_JJ'];Abstract;Abstract;-4.178098933;12.03870664;388.2292911;0.729521715;0.884826828;2.04;;0.705882353;2.529411765;0.941176471;0.764705882;1.294117647;2.411764706;Gustatory;;;
ROASTED;roast;972;6311;6.879355804;['roast_NN', 'roast_JJ'];Abstract;Abstract;-2.698840404;9.573325758;3123.040721;0.833424959;0.977185267;4.4;351;1.055555556;3.277777778;1.555555556;0.666666667;3.5;3.333333333;Olfactory;4.05;5.65;5.74
ROASTED;roasted;470;4953;6.152732695;['roasted_JJ', 'roasted_NN'];Composition;Abstract;-3.397569959;10.62162132;1273.935729;0.786970863;0.945574491;3.67;;1.722222222;3.166666667;0.722222222;0.333333333;2.277777778;2.888888889;Gustatory;4;5.29;5.6
ROASTED;roasty;16;30;2.772588722;['roasty_JJ'];Composition;Abstract;-0.906890596;15.49813826;80.07286084;0.920285871;0.715228147;;;;;;;;;;;;
ROBUST;robust;1018;9361;6.925595197;['robust_JJ'];Strong;Evaluative;-3.200925094;9.506616416;2904.122944;0.799615173;0.975536009;2.64;;0.5625;1.5625;0.9375;0.5625;1.1875;2.9375;Visual;5.24;5.76;6.1
ROBUST;robustness;11;784;2.397895273;['robustness_NN'];Strong;Evaluative;-6.155278225;16.03870664;7.295284627;0.552501374;0.473886751;2.45;;1.733333333;1.133333333;1.266666667;0.733333333;0.733333333;3.533333333;Visual;;;
ROOIBO;rooibo;99;27;4.59511985;['rooibo_NN'];Source;Source;1.874469118;12.86878164;618.5092395;0.976360638;0.915063222;;;;;;;;;;;;
ROOIBO;rooibos;31;11;3.433987204;['rooibos_NN'];Source;Source;1.494764692;14.54394195;177.2825929;0.972787246;0.814458494;;;;;;;;;;;;
SALMON;salmon;585;13913;6.371611847;['salmon_NN'];Source;Source;-4.571853101;10.30584545;1120.074565;0.696811435;0.939527213;4.81;526.95;0.1875;4.375;2.5;0.25;3.0625;3.875;Gustatory;3.87;4.81;6.48
SALTY;salt;2030;51832;7.615791072;['salt_NN', 'salt_JJ'];Source;Source;-4.67429143;8.51087425;3725.697616;0.688290269;0.98213304;4.89;632.4;0.4375;4.5;2.1875;1;0.875;3.25;Gustatory;4.53;6.04;6.05
SALTY;saltiness;47;121;3.850147602;['saltiness_NN'];Abstract;Abstract;-1.364274386;13.94354941;185.9156093;0.904892798;0.820780649;4;;0.352941176;4.647058824;0.705882353;1;1.294117647;0.764705882;Gustatory;;;
SALTY;salty;1589;3780;7.370860167;['salty_JJ', 'salty_NN'];Abstract;Abstract;-1.25026711;8.864234852;6698.876554;0.909015943;0.992028587;3.93;331.3;0.210526316;4.684210526;0.736842105;0.263157895;0.526315789;1.421052632;Gustatory;3.94;5.14;5.1
SALTY;salted;35;163;3.555348061;['salted_JJ', 'salted_NN'];Abstract;Abstract;-2.219445137;14.36885524;116.77706;0.857339197;0.768004398;4.03;;0.789473684;4.210526316;0.947368421;0.789473684;1.315789474;2.526315789;Gustatory;4.04;5.31;
SATISFYING;satisfaction;51;21093;3.931825633;['satisfaction_NN'];Positive;Evaluative;-8.692051338;13.82571292;-46.44072754;0.310060473;0.222374931;1.9;314.3;1.176470588;0.529411765;0.705882353;3.941176471;0.411764706;2.294117647;Interoceptive;3.18;6.44;7.18
SATISFYING;satisfactory;33;3722;3.496507561;['satisfactory_JJ'];Positive;Evaluative;-6.817468221;14.45374414;12.30572184;0.487080814;0.503023639;1.8;;1.055555556;0.666666667;0.5;2.111111111;0.444444444;1.5;Interoceptive;3.14;6.12;6.62
SATISFYING;satisfied;128;16387;4.852030264;['satisfied_JJ'];Positive;Evaluative;-7.000264141;12.49813826;29.23538484;0.465365585;0.578614623;2.07;278.1;1.263157895;1.315789474;0.894736842;3.842105263;0.894736842;1.684210526;Interoceptive;3.95;6.26;7.16
SATISFYING;satisfying;427;4353;6.056784013;['satisfying_JJ', 'satisfying_NN'];Positive;Evaluative;-3.349702045;10.760046;1170.98737;0.78944475;0.941451347;2.27;;2;1.473684211;0.842105263;3.263157895;0.947368421;2.315789474;Interoceptive;4.83;6.73;7.48
SAUCE;sauce;1526;26134;7.330405212;['sauce_NN'];Category;Abstract;-4.098101089;8.922599015;3408.446898;0.736943375;0.979659153;4.75;620;0.35;4.35;1.95;0.7;3.65;3.5;Gustatory;3.95;5.85;6.58
SAVORY;savory;236;1993;5.463831805;['savory_JJ', 'savory_NN'];Effect;Evaluative;-3.078082945;11.61549521;700.5616663;0.809785596;0.91891149;2.36;;0.318181818;4.136363636;0.818181818;1.363636364;2.181818182;1.636363636;Gustatory;;;
SEASONING;seasoning;381;2437;5.942799375;['seasoning_NN'];Category;Abstract;-2.677243348;10.92449107;1233.787487;0.834249588;0.94420011;4.67;;0.333333333;4.416666667;1.194444444;0.666666667;3.111111111;2.972222222;Gustatory;2.55;6.04;6.38
SIMILAR;similar;1756;123484;7.470793774;['similar_JJ', 'similar_NN'];Familiar;Evaluative;-6.135887467;8.720061132;1448.640926;0.554150632;0.948873007;2.46;415;2.294117647;1.470588235;1.617647059;1.029411765;1.323529412;3.5;Visual;3.43;5.8;5.86
SIMILAR;similarity;17;11516;2.833213344;['similarity_NN'];Familiar;Evaluative;-9.403889232;15.41067542;-27.38238921;0.238592633;0.302363936;1.9;;2.277777778;1.611111111;1.277777778;1.055555556;1.444444444;3.666666667;Visual;3.14;5.12;6.05
SIMILAR;similiar;25;206;3.218875825;['similiar_JJ'];Familiar;Evaluative;-3.042644337;14.85428207;80.13871578;0.813358988;0.7157779;;;;;;;;;;;;
SLIGHT;slight;1464;22731;7.288927695;['slight_JJ', 'slight_NN'];Weak;Evaluative;-3.956673695;8.982438423;3422.441082;0.748763057;0.97993403;1.9;316.5666667;1.333333333;0.380952381;0.476190476;0.952380952;0.285714286;1.857142857;Visual;3.78;5.62;4.6
SMOKY;smokey;516;1381;6.246106765;['smokey_NN', 'smokey_JJ'];Source;Source;-1.420270349;10.48691101;2119.989872;0.902144035;0.964540957;;;;;;;;;;;;
SMOKY;smokiness;18;69;2.890371758;['smokiness_NN', 'smokiness_JJ'];Source;Source;-1.938599455;15.32821326;59.73385891;0.874931281;0.671797691;3.69;;0.4375;2;0.4375;0.9375;4.4375;4.0625;Olfactory;;;
SMOKY;smoky;521;3501;6.255750042;['smoky_JJ', 'smoky_NN'];Source;Source;-2.748411784;10.4729987;1658.980607;0.830126443;0.954370533;4.04;;0.1875;0.9375;0.3125;0.6875;3.8125;3.75;Olfactory;4.87;5.26;3.73
